Tournament,Season,Round,Date,StartTime,MatchID,MatchCustomID,MatchStatus,HomeTeamnName,HomeTeamnNameCode,HomeTeamID,AwayTeamName,AwayTeamNameCode,AwayTeamID,HomeScoreFT,AwayScoreFT
Kenyan Premier League,2016,9,2016-04-17,15:00,7050399,LufbsRufb,Finished,Thika United,TUN,138492,Nairobi City Stars FC,NCS,138486,1,1
Kenyan Premier League,2016,9,2016-04-17,16:15,7050395,IDFsFufb,Finished,Kenya Rev. Authority,KAU,138480,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2016,10,2016-04-23,13:00,7055442,BufbsFufb,Finished,Chemelil Sugar,CSU,138476,Kenya Rev. Authority,KAU,138480,1,1
Kenyan Premier League,2016,10,2016-04-23,14:00,7055440,gLdbsPufb,Finished,Gor Mahia FC,GOR,134306,Sony Sugar,SSU,138490,1,1
Kenyan Premier League,2016,10,2016-04-23,14:00,7055445,RufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Thika United,TUN,138492,2,2
Kenyan Premier League,2016,10,2016-04-23,15:00,7055438,zufbsavfb,Finished,Western Stima FC,WST,138500,Bandari FC,BAN,138474,2,2
Kenyan Premier League,2016,10,2016-04-23,16:15,7055441,IDFsYufb,Canceled,AFC Leopards SC,LDS,76433,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,2016,10,2016-04-23,16:15,7055449,LufbsNufb,Finished,Nairobi City Stars FC,NCS,138486,Sofapaka,SOF,138488,0,0
Kenyan Premier League,2016,10,2016-04-24,14:00,7055444,WufbsfxKb,Finished,Posta Rangers,PRA,213605,Tusker,TUS,138496,1,1
Kenyan Premier League,2016,10,2016-04-24,16:15,7055443,HufbsJufb,Finished,Mathare United,MAU,138482,Muhoroni Youth FC,MUY,138484,1,1
Kenyan Premier League,2016,11,2016-04-27,15:00,7055439,IDFsavfb,Finished,Western Stima FC,WST,138500,AFC Leopards SC,LDS,76433,2,2
Kenyan Premier League,2016,11,2016-04-28,13:00,7055448,JufbsLufb,Finished,Muhoroni Youth FC,MUY,138484,Nairobi City Stars FC,NCS,138486,2,2
Kenyan Premier League,2016,11,2016-04-28,14:00,7055453,FufbsfxKb,Finished,Kenya Rev. Authority,KAU,138480,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,2016,11,2016-04-28,15:00,7055450,gLdbszufb,Finished,Bandari FC,BAN,138474,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2016,11,2016-04-28,15:00,7055452,PufbsexKb,Finished,Sony Sugar,SSU,138490,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,2016,11,2016-04-28,15:00,7055451,BufbsYufb,Finished,Ulinzi Stars,ULS,138498,Chemelil Sugar,CSU,138476,2,2
Kenyan Premier League,2016,11,2016-04-28,16:00,7055447,NufbsRufb,Finished,Thika United,TUN,138492,Sofapaka,SOF,138488,0,0
Kenyan Premier League,2016,11,2016-04-28,16:15,7055446,HufbsWufb,Finished,Tusker,TUS,138496,Mathare United,MAU,138482,2,2
Kenyan Premier League,2016,12,2016-05-06,15:00,7065328,WufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Tusker,TUS,138496,0,0
Kenyan Premier League,2016,12,2016-05-07,14:00,7065330,gLdbsJufb,Finished,Gor Mahia FC,GOR,134306,Muhoroni Youth FC,MUY,138484,2,2
Kenyan Premier League,2016,12,2016-05-07,15:00,7065324,zufbsBufb,Finished,Chemelil Sugar,CSU,138476,Bandari FC,BAN,138474,1,1
Kenyan Premier League,2016,12,2016-05-07,15:00,7065323,FufbsLufb,Finished,Nairobi City Stars FC,NCS,138486,Kenya Rev. Authority,KAU,138480,0,0
Kenyan Premier League,2016,12,2016-05-07,15:00,7065325,NufbsPufb,Finished,Sofapaka,SOF,138488,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,2016,12,2016-05-08,14:00,7065329,Hufbsavfb,Finished,Mathare United,MAU,138482,Western Stima FC,WST,138500,2,2
Kenyan Premier League,2016,12,2016-05-08,15:00,7065327,RufbsYufb,Finished,Thika United,TUN,138492,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2016,12,2016-05-08,16:15,7065326,IDFsfxKb,Finished,AFC Leopards SC,LDS,76433,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,2016,13,2016-05-14,14:00,7065331,IDFsJufb,Finished,Muhoroni Youth FC,MUY,138484,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2016,13,2016-05-14,15:00,7065335,BufbsfxKb,Finished,Posta Rangers,PRA,213605,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,2016,13,2016-05-14,15:00,7065333,PufbsRufb,Finished,Sony Sugar,SSU,138490,Thika United,TUN,138492,1,1
Kenyan Premier League,2016,13,2016-05-14,16:15,7065334,NufbsWufb,Finished,Tusker,TUS,138496,Sofapaka,SOF,138488,1,1
Kenyan Premier League,2016,13,2016-05-15,14:00,7065337,gLdbsavfb,Finished,Western Stima FC,WST,138500,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2016,13,2016-05-15,15:00,7065336,zufbsHufb,Finished,Bandari FC,BAN,138474,Mathare United,MAU,138482,0,0
Kenyan Premier League,2016,13,2016-05-15,15:00,7065338,FufbsexKb,Finished,Kenya Rev. Authority,KAU,138480,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,2016,13,2016-05-15,15:00,7065332,LufbsYufb,Finished,Ulinzi Stars,ULS,138498,Nairobi City Stars FC,NCS,138486,3,3
Kenyan Premier League,2016,14,2016-05-21,14:00,7070212,PufbsWufb,Finished,Tusker,TUS,138496,Sony Sugar,SSU,138490,1,1
Kenyan Premier League,2016,14,2016-05-21,15:00,7070214,Bufbsavfb,Finished,Chemelil Sugar,CSU,138476,Western Stima FC,WST,138500,0,0
Kenyan Premier League,2016,14,2016-05-21,15:00,7070213,JufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Muhoroni Youth FC,MUY,138484,2,2
Kenyan Premier League,2016,14,2016-05-21,15:00,7070210,NufbsYufb,Finished,Sofapaka,SOF,138488,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2016,14,2016-05-21,15:00,7070208,IDFsRufb,Finished,Thika United,TUN,138492,AFC Leopards SC,LDS,76433,2,2
Kenyan Premier League,2016,14,2016-05-21,16:15,7070211,zufbsFufb,Finished,Kenya Rev. Authority,KAU,138480,Bandari FC,BAN,138474,0,0
Kenyan Premier League,2016,14,2016-05-22,14:00,7070215,LufbsfxKb,Finished,Nairobi City Stars FC,NCS,138486,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,2016,14,2016-05-22,16:15,7070209,gLdbsHufb,Finished,Mathare United,MAU,138482,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2016,15,2016-05-25,14:00,7070218,gLdbsNufb,Finished,Gor Mahia FC,GOR,134306,Sofapaka,SOF,138488,2,2
Kenyan Premier League,2016,15,2016-05-25,15:00,7070223,IDFsWufb,Finished,AFC Leopards SC,LDS,76433,Tusker,TUS,138496,2,2
Kenyan Premier League,2016,15,2016-05-26,15:00,7070222,zufbsRufb,Finished,Bandari FC,BAN,138474,Thika United,TUN,138492,1,1
Kenyan Premier League,2016,15,2016-05-26,15:00,7070216,BufbsJufb,Finished,Muhoroni Youth FC,MUY,138484,Chemelil Sugar,CSU,138476,1,1
Kenyan Premier League,2016,15,2016-05-26,15:00,7070220,HufbsfxKb,Finished,Posta Rangers,PRA,213605,Mathare United,MAU,138482,0,0
Kenyan Premier League,2016,15,2016-05-26,15:00,7070221,LufbsPufb,Finished,Sony Sugar,SSU,138490,Nairobi City Stars FC,NCS,138486,2,2
Kenyan Premier League,2016,15,2016-05-26,15:00,7070219,YufbsexKb,Finished,Ulinzi Stars,ULS,138498,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,2016,15,2016-05-26,15:00,7070217,Fufbsavfb,Finished,Western Stima FC,WST,138500,Kenya Rev. Authority,KAU,138480,1,1
Kenyan Premier League,2016,16,2016-07-02,14:00,7080949,FufbsPufb,Finished,Kenya Rev. Authority,KAU,138480,Sony Sugar,SSU,138490,2,2
Kenyan Premier League,2016,16,2016-07-02,15:00,7080942,IDFsBufb,Finished,Chemelil Sugar,CSU,138476,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2016,16,2016-07-02,15:00,7080943,zufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Bandari FC,BAN,138474,0,0
Kenyan Premier League,2016,16,2016-07-02,15:00,7080948,JufbsLufb,Finished,Nairobi City Stars FC,NCS,138486,Muhoroni Youth FC,MUY,138484,1,1
Kenyan Premier League,2016,16,2016-07-02,15:00,7080945,Nufbsavfb,Finished,Sofapaka,SOF,138488,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2016,16,2016-07-02,16:15,7080944,HufbsYufb,Finished,Mathare United,MAU,138482,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2016,16,2016-07-03,14:00,7080946,WufbsfxKb,Finished,Tusker,TUS,138496,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,2016,16,2016-07-03,16:15,7080947,gLdbsRufb,Finished,Thika United,TUN,138492,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,2016,17,2016-07-09,15:00,7110845,IDFsRufb,Finished,AFC Leopards SC,LDS,76433,Thika United,TUN,138492,4,4
Kenyan Premier League,2016,17,2016-07-09,15:00,7110849,zufbsFufb,Finished,Bandari FC,BAN,138474,Kenya Rev. Authority,KAU,138480,1,1
Kenyan Premier League,2016,17,2016-07-09,15:00,7110843,BufbsNufb,Finished,Chemelil Sugar,CSU,138476,Sofapaka,SOF,138488,2,2
Kenyan Premier League,2016,17,2016-07-09,15:00,7110848,Hufbsavfb,Finished,Western Stima FC,WST,138500,Mathare United,MAU,138482,1,1
Kenyan Premier League,2016,17,2016-07-10,14:00,7110844,gLdbsexKb,Finished,Gor Mahia FC,GOR,134306,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,2016,17,2016-07-10,14:00,7110842,LufbsfxKb,Finished,Posta Rangers,PRA,213605,Nairobi City Stars FC,NCS,138486,0,0
Kenyan Premier League,2016,17,2016-07-10,15:00,7110847,JufbsPufb,Finished,Muhoroni Youth FC,MUY,138484,Sony Sugar,SSU,138490,2,2
Kenyan Premier League,2016,17,2016-07-10,16:15,7110846,WufbsYufb,Finished,Ulinzi Stars,ULS,138498,Tusker,TUS,138496,1,1
Kenyan Premier League,2016,18,2016-07-16,14:00,7116333,LufbsYufb,Finished,Nairobi City Stars FC,NCS,138486,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2016,18,2016-07-16,15:00,7116329,Rufbsavfb,Finished,Thika United,TUN,138492,Western Stima FC,WST,138500,0,0
Kenyan Premier League,2016,18,2016-07-16,16:15,7116327,IDFsHufb,Finished,Mathare United,MAU,138482,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2016,18,2016-07-17,14:00,7116328,BufbsWufb,Finished,Tusker,TUS,138496,Chemelil Sugar,CSU,138476,2,2
Kenyan Premier League,2016,18,2016-07-17,15:00,7116330,NufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Sofapaka,SOF,138488,1,1
Kenyan Premier League,2016,18,2016-07-17,15:00,7116332,JufbsfxKb,Finished,Muhoroni Youth FC,MUY,138484,Posta Rangers,PRA,213605,2,2
Kenyan Premier League,2016,18,2016-07-17,15:00,7116326,zufbsPufb,Finished,Sony Sugar,SSU,138490,Bandari FC,BAN,138474,1,1
Kenyan Premier League,2016,18,2016-07-17,16:15,7116331,gLdbsFufb,Finished,Kenya Rev. Authority,KAU,138480,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2016,19,2016-07-23,14:00,7127407,HufbsRufb,Finished,Mathare United,MAU,138482,Thika United,TUN,138492,0,0
Kenyan Premier League,2016,19,2016-07-23,15:00,7127411,BufbsexKb,Finished,Chemelil Sugar,CSU,138476,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,2016,19,2016-07-23,15:00,7127408,avfbsfxKb,Finished,Western Stima FC,WST,138500,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,2016,19,2016-07-23,16:15,7127405,IDFsPufb,Finished,AFC Leopards SC,LDS,76433,Sony Sugar,SSU,138490,1,1
Kenyan Premier League,2016,19,2016-07-24,14:00,7127412,NufbsWufb,Finished,Sofapaka,SOF,138488,Tusker,TUS,138496,1,1
Kenyan Premier League,2016,19,2016-07-24,15:00,7127410,zufbsJufb,Finished,Bandari FC,BAN,138474,Muhoroni Youth FC,MUY,138484,2,2
Kenyan Premier League,2016,19,2016-07-24,15:00,7127409,FufbsYufb,Finished,Ulinzi Stars,ULS,138498,Kenya Rev. Authority,KAU,138480,3,3
Kenyan Premier League,2016,19,2016-07-24,16:15,7127406,gLdbsLufb,Finished,Gor Mahia FC,GOR,134306,Nairobi City Stars FC,NCS,138486,2,2
Kenyan Premier League,2016,20,2016-08-03,14:00,7146908,Fufbsavfb,Finished,Kenya Rev. Authority,KAU,138480,Western Stima FC,WST,138500,0,0
Kenyan Premier League,2016,20,2016-08-03,15:00,7146910,zufbsNufb,Finished,Bandari FC,BAN,138474,Sofapaka,SOF,138488,1,1
Kenyan Premier League,2016,20,2016-08-03,15:00,7146914,HufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Mathare United,MAU,138482,2,2
Kenyan Premier League,2016,20,2016-08-03,15:00,7146912,JufbsYufb,Finished,Muhoroni Youth FC,MUY,138484,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2016,20,2016-08-03,15:00,7146913,BufbsLufb,Finished,Nairobi City Stars FC,NCS,138486,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,2016,20,2016-08-03,15:00,7146916,gLdbsPufb,Finished,Sony Sugar,SSU,138490,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2016,20,2016-08-03,16:15,7146909,RufbsWufb,Finished,Tusker,TUS,138496,Thika United,TUN,138492,0,0
Kenyan Premier League,2016,20,2016-08-03,19:00,7146911,IDFsfxKb,Finished,Posta Rangers,PRA,213605,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2016,21,2016-08-06,14:00,7146922,IDFsFufb,Finished,AFC Leopards SC,LDS,76433,Kenya Rev. Authority,KAU,138480,3,3
Kenyan Premier League,2016,21,2016-08-06,15:00,7146917,Pufbsavfb,Finished,Western Stima FC,WST,138500,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,2016,21,2016-08-06,16:15,7146921,HufbsWufb,Finished,Mathare United,MAU,138482,Tusker,TUS,138496,0,0
Kenyan Premier League,2016,21,2016-08-07,14:00,7146923,gLdbszufb,Finished,Gor Mahia FC,GOR,134306,Bandari FC,BAN,138474,0,0
Kenyan Premier League,2016,21,2016-08-07,15:00,7146918,BufbsJufb,Finished,Chemelil Sugar,CSU,138476,Muhoroni Youth FC,MUY,138484,1,1
Kenyan Premier League,2016,21,2016-08-07,15:00,7146915,LufbsNufb,Finished,Sofapaka,SOF,138488,Nairobi City Stars FC,NCS,138486,5,5
Kenyan Premier League,2016,21,2016-08-07,15:00,7146920,RufbsexKb,Finished,Thika United,TUN,138492,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,2016,21,2016-08-24,15:00,7146919,YufbsfxKb,Finished,Ulinzi Stars,ULS,138498,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,2016,22,2016-08-10,15:00,7162199,zufbsBufb,Finished,Bandari FC,BAN,138474,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,2016,22,2016-08-13,15:00,7162198,FufbsNufb,Finished,Kenya Rev. Authority,KAU,138480,Sofapaka,SOF,138488,0,0
Kenyan Premier League,2016,22,2016-08-13,15:00,7162202,JufbsRufb,Finished,Muhoroni Youth FC,MUY,138484,Thika United,TUN,138492,1,1
Kenyan Premier League,2016,22,2016-08-13,15:00,7162200,Wufbsavfb,Finished,Tusker,TUS,138496,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2016,22,2016-08-14,14:00,7162201,HufbsLufb,Finished,Nairobi City Stars FC,NCS,138486,Mathare United,MAU,138482,0,0
Kenyan Premier League,2016,22,2016-08-14,15:00,7162204,IDFsexKb,Finished,Kakamega Homeboyz,KAH,213604,AFC Leopards SC,LDS,76433,4,4
Kenyan Premier League,2016,22,2016-08-14,16:15,7162203,gLdbsfxKb,Finished,Posta Rangers,PRA,213605,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2016,22,2016-09-07,15:00,7162205,PufbsYufb,Finished,Sony Sugar,SSU,138490,Ulinzi Stars,ULS,138498,0,0
