Tournament,Season,Round,Date,StartTime,MatchID,MatchCustomID,MatchStatus,HomeTeamnName,HomeTeamnNameCode,HomeTeamID,AwayTeamName,AwayTeamNameCode,AwayTeamID,HomeScoreFT,AwayScoreFT
Kenyan Premier League,2015,21,2015-08-03,15:00,6815137,LufbsNufb,Finished,Sofapaka,SOF,138488,Nairobi City Stars FC,NCS,138486,2,2
Kenyan Premier League,2015,21,2015-08-03,17:00,6815136,IDFszufb,Finished,AFC Leopards SC,LDS,76433,Bandari FC,BAN,138474,1,1
Kenyan Premier League,2015,21,2015-08-12,16:00,6815135,gLdbsFufb,Finished,Gor Mahia FC,GOR,134306,Kenya Rev. Authority,KAU,138480,2,2
Kenyan Premier League,2015,22,2015-08-07,17:00,6830579,HufbsLufb,Finished,Nairobi City Stars FC,NCS,138486,Mathare United,MAU,138482,2,2
Kenyan Premier League,2015,22,2015-08-07,19:15,6830582,FufbsNufb,Finished,Kenya Rev. Authority,KAU,138480,Sofapaka,SOF,138488,1,1
Kenyan Premier League,2015,22,2015-08-08,15:00,6830583,JufbsRufb,Finished,Muhoroni Youth FC,MUY,138484,Thika United,TUN,138492,1,1
Kenyan Premier League,2015,22,2015-08-08,15:00,6830577,IDFsUufb,Finished,Top Fry Nakuru,TFN,138494,AFC Leopards SC,LDS,76433,2,2
Kenyan Premier League,2015,22,2015-08-09,14:00,6830576,Wufbsavfb,Finished,Tusker,TUS,138496,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2015,22,2015-08-09,15:00,6830581,zufbsBufb,Finished,Bandari FC,BAN,138474,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,2015,22,2015-08-09,15:00,6830578,PufbsYufb,Finished,Sony Sugar,SSU,138490,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2015,22,2015-08-09,16:15,6830580,gLdbsDufb,Finished,Kenya Commercial Bank,KCB,138478,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,2015,23,2015-08-12,19:00,6849862,IDFsYufb,Finished,AFC Leopards SC,LDS,76433,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,2015,23,2015-08-14,17:00,6849863,NufbsUufb,Finished,Sofapaka,SOF,138488,Top Fry Nakuru,TFN,138494,3,3
Kenyan Premier League,2015,23,2015-08-15,15:00,6849858,gLdbsLufb,Finished,Gor Mahia FC,GOR,134306,Nairobi City Stars FC,NCS,138486,3,3
Kenyan Premier League,2015,23,2015-08-15,15:00,6849857,zufbsRufb,Finished,Thika United,TUN,138492,Bandari FC,BAN,138474,1,1
Kenyan Premier League,2015,23,2015-08-15,15:00,6849859,Jufbsavfb,Finished,Western Stima FC,WST,138500,Muhoroni Youth FC,MUY,138484,0,0
Kenyan Premier League,2015,23,2015-08-16,14:00,6849864,FufbsHufb,Finished,Mathare United,MAU,138482,Kenya Rev. Authority,KAU,138480,1,1
Kenyan Premier League,2015,23,2015-08-16,15:00,6849860,BufbsPufb,Finished,Chemelil Sugar,CSU,138476,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,2015,23,2015-08-16,16:15,6849861,DufbsWufb,Finished,Tusker,TUS,138496,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,2015,24,2015-08-28,17:00,6864595,FufbsWufb,Finished,Kenya Rev. Authority,KAU,138480,Tusker,TUS,138496,0,0
Kenyan Premier League,2015,24,2015-08-28,19:15,6864597,Lufbsavfb,Finished,Nairobi City Stars FC,NCS,138486,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2015,24,2015-08-29,13:00,6864599,IDFsBufb,Finished,AFC Leopards SC,LDS,76433,Chemelil Sugar,CSU,138476,1,1
Kenyan Premier League,2015,24,2015-08-29,15:00,6864596,gLdbszufb,Finished,Bandari FC,BAN,138474,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,2015,24,2015-08-29,15:00,6864598,DufbsJufb,Finished,Muhoroni Youth FC,MUY,138484,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,2015,24,2015-08-29,15:00,6864593,RufbsUufb,Finished,Top Fry Nakuru,TFN,138494,Thika United,TUN,138492,1,1
Kenyan Premier League,2015,24,2015-08-30,15:00,6864594,HufbsPufb,Finished,Sony Sugar,SSU,138490,Mathare United,MAU,138482,2,2
Kenyan Premier League,2015,24,2015-09-07,15:00,6864600,NufbsYufb,Finished,Ulinzi Stars,ULS,138498,Sofapaka,SOF,138488,1,1
Kenyan Premier League,2015,25,2015-08-21,17:00,6864582,LufbsWufb,Finished,Tusker,TUS,138496,Nairobi City Stars FC,NCS,138486,0,0
Kenyan Premier League,2015,25,2015-08-21,19:15,6864583,zufbsHufb,Finished,Mathare United,MAU,138482,Bandari FC,BAN,138474,1,1
Kenyan Premier League,2015,25,2015-08-22,15:00,6864585,BufbsUufb,Finished,Chemelil Sugar,CSU,138476,Top Fry Nakuru,TFN,138494,1,1
Kenyan Premier League,2015,25,2015-08-22,15:00,6864588,DufbsPufb,Finished,Kenya Commercial Bank,KCB,138478,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,2015,25,2015-08-22,15:00,6864586,JufbsNufb,Finished,Sofapaka,SOF,138488,Muhoroni Youth FC,MUY,138484,2,2
Kenyan Premier League,2015,25,2015-08-23,15:00,6864584,IDFsgLdb,Canceled,Gor Mahia FC,GOR,134306,AFC Leopards SC,LDS,76433,2,2
Kenyan Premier League,2015,25,2015-08-23,15:00,6864587,FufbsRufb,Finished,Thika United,TUN,138492,Kenya Rev. Authority,KAU,138480,2,2
Kenyan Premier League,2015,25,2015-09-02,15:00,6864590,Yufbsavfb,Finished,Western Stima FC,WST,138500,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,2015,26,2015-09-11,14:00,6871040,BufbsFufb,Finished,Kenya Rev. Authority,KAU,138480,Chemelil Sugar,CSU,138476,1,1
Kenyan Premier League,2015,26,2015-09-11,16:15,6871043,LufbsRufb,Finished,Nairobi City Stars FC,NCS,138486,Thika United,TUN,138492,2,2
Kenyan Premier League,2015,26,2015-09-12,11:00,6871039,IDFsavfb,Finished,AFC Leopards SC,LDS,76433,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2015,26,2015-09-12,14:00,6871042,zufbsWufb,Finished,Bandari FC,BAN,138474,Tusker,TUS,138496,1,1
Kenyan Premier League,2015,26,2015-09-12,14:00,6871037,HufbsJufb,Finished,Muhoroni Youth FC,MUY,138484,Mathare United,MAU,138482,1,1
Kenyan Premier League,2015,26,2015-09-12,15:00,6871041,NufbsPufb,Finished,Sony Sugar,SSU,138490,Sofapaka,SOF,138488,2,2
Kenyan Premier League,2015,26,2015-09-13,14:00,6871038,DufbsUufb,Finished,Top Fry Nakuru,TFN,138494,Kenya Commercial Bank,KCB,138478,5,5
Kenyan Premier League,2015,26,2015-09-13,16:15,6871036,gLdbsYufb,Finished,Ulinzi Stars,ULS,138498,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2015,27,2024-09-30,15:42,6895039,gLdbsavfb,Canceled,Gor Mahia FC,GOR,134306,Western Stima FC,WST,138500,-,-
Kenyan Premier League,2015,27,2015-10-02,14:00,6895038,JufbsWufb,Finished,Tusker,TUS,138496,Muhoroni Youth FC,MUY,138484,2,2
Kenyan Premier League,2015,27,2015-10-02,16:15,6895040,HufbsUufb,Finished,Mathare United,MAU,138482,Top Fry Nakuru,TFN,138494,2,2
Kenyan Premier League,2015,27,2015-10-03,15:00,6895042,zufbsLufb,Finished,Bandari FC,BAN,138474,Nairobi City Stars FC,NCS,138486,2,2
Kenyan Premier League,2015,27,2015-10-03,15:00,6895037,BufbsYufb,Finished,Chemelil Sugar,CSU,138476,Ulinzi Stars,ULS,138498,2,2
Kenyan Premier League,2015,27,2015-10-04,15:00,6895043,DufbsFufb,Finished,Kenya Commercial Bank,KCB,138478,Kenya Rev. Authority,KAU,138480,3,3
Kenyan Premier League,2015,27,2015-10-04,15:00,6895036,PufbsRufb,Finished,Thika United,TUN,138492,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,2015,27,2015-10-14,16:00,6895041,IDFsNufb,Finished,Sofapaka,SOF,138488,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2015,27,2015-10-28,16:00,6920397,gLdbsavfb,Finished,Gor Mahia FC,GOR,134306,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2015,28,2015-10-18,13:00,6918442,IDFsHufb,Finished,AFC Leopards SC,LDS,76433,Mathare United,MAU,138482,0,0
Kenyan Premier League,2015,28,2015-10-18,14:00,6918443,zufbsUufb,Finished,Top Fry Nakuru,TFN,138494,Bandari FC,BAN,138474,1,1
Kenyan Premier League,2015,28,2015-10-18,15:00,6918444,FufbsJufb,Finished,Kenya Rev. Authority,KAU,138480,Muhoroni Youth FC,MUY,138484,1,1
Kenyan Premier League,2015,28,2015-10-18,15:00,6918447,Bufbsavfb,Finished,Western Stima FC,WST,138500,Chemelil Sugar,CSU,138476,1,1
Kenyan Premier League,2015,28,2015-10-18,15:15,6918448,DufbsLufb,Finished,Nairobi City Stars FC,NCS,138486,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,2015,28,2015-10-18,16:15,6918445,RufbsYufb,Finished,Ulinzi Stars,ULS,138498,Thika United,TUN,138492,0,0
Kenyan Premier League,2015,28,2015-10-21,15:00,6918449,PufbsWufb,Finished,Sony Sugar,SSU,138490,Tusker,TUS,138496,0,0
Kenyan Premier League,2015,28,2015-10-21,16:00,6918446,gLdbsNufb,Finished,Sofapaka,SOF,138488,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2015,29,2015-10-24,15:00,6927988,zufbsavfb,Finished,Bandari FC,BAN,138474,Western Stima FC,WST,138500,3,3
Kenyan Premier League,2015,29,2015-10-24,15:00,6927982,DufbsYufb,Finished,Kenya Commercial Bank,KCB,138478,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,2015,29,2015-10-24,15:00,6927981,FufbsLufb,Finished,Kenya Rev. Authority,KAU,138480,Nairobi City Stars FC,NCS,138486,0,0
Kenyan Premier League,2015,29,2015-10-24,15:00,6927984,IDFsJufb,Finished,Muhoroni Youth FC,MUY,138484,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2015,29,2015-10-25,15:00,6927987,HufbsNufb,Finished,Mathare United,MAU,138482,Sofapaka,SOF,138488,2,2
Kenyan Premier League,2015,29,2015-10-25,15:00,6927986,PufbsUufb,Finished,Sony Sugar,SSU,138490,Top Fry Nakuru,TFN,138494,1,1
Kenyan Premier League,2015,29,2015-10-25,15:00,6927983,BufbsRufb,Finished,Thika United,TUN,138492,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,2015,29,2015-10-25,15:00,6927985,gLdbsWufb,Finished,Tusker,TUS,138496,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2015,30,2015-11-01,15:00,6936119,IDFsWufb,Finished,AFC Leopards SC,LDS,76433,Tusker,TUS,138496,1,1
Kenyan Premier League,2015,30,2015-11-01,15:00,6936122,BufbsHufb,Finished,Chemelil Sugar,CSU,138476,Mathare United,MAU,138482,1,1
Kenyan Premier League,2015,30,2015-11-01,15:00,6936121,gLdbsJufb,Finished,Gor Mahia FC,GOR,134306,Muhoroni Youth FC,MUY,138484,2,2
Kenyan Premier League,2015,30,2015-11-01,15:00,6936120,LufbsPufb,Finished,Nairobi City Stars FC,NCS,138486,Sony Sugar,SSU,138490,1,1
Kenyan Premier League,2015,30,2015-11-01,15:00,6936124,NufbsRufb,Finished,Sofapaka,SOF,138488,Thika United,TUN,138492,2,2
Kenyan Premier League,2015,30,2015-11-01,15:00,6936118,FufbsUufb,Finished,Top Fry Nakuru,TFN,138494,Kenya Rev. Authority,KAU,138480,0,0
Kenyan Premier League,2015,30,2015-11-01,15:00,6936123,zufbsYufb,Finished,Ulinzi Stars,ULS,138498,Bandari FC,BAN,138474,0,0
Kenyan Premier League,2015,30,2015-11-01,15:00,6936125,Dufbsavfb,Finished,Western Stima FC,WST,138500,Kenya Commercial Bank,KCB,138478,1,1
