tournament,season,round,matchID,matchCustomID,matchStatus,homeTeamnName,homeTeamnNameCode,homeTeamID,awayTeamName,awayTeamNameCode,awayTeamID,homeScoreFT,awayScoreFT
Kenyan Premier League,23/24,7,11674403,gLdbsWufb,Finished,Tusker,TUS,138496,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,23/24,8,11774900,gLdbsKzdc,Finished,Gor Mahia FC,GOR,134306,Bidco United,BID,258735,0,0
Kenyan Premier League,23/24,8,11774902,eNqcspqzc,Finished,Kenya Police,KEN,291904,FC Talanta,TAL,310815,1,1
Kenyan Premier League,23/24,8,11774907,zufbsfxKb,Finished,Posta Rangers,PRA,213605,Bandari FC,BAN,138474,2,2
Kenyan Premier League,23/24,8,11774909,NufbsWufb,Finished,Sofapaka,SOF,138488,Tusker,TUS,138496,0,0
Kenyan Premier League,23/24,8,11774899,OYccsCYHc,Finished,Muhoroni Youth FC,MUH,257439,Muranga Seal,MUR,332427,1,1
Kenyan Premier League,23/24,8,11774906,DufbsLufb,Finished,Nairobi City Stars FC,NCS,138486,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,23/24,8,11774910,YufbsFhIc,Finished,Ulinzi Stars,ULS,138498,Shabana FC,SHA,332880,4,4
Kenyan Premier League,23/24,8,11774905,exKbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,23/24,8,11774911,IDFsIvYb,Finished,Nzoia United,NZO,246033,AFC Leopards SC,LDS,76433,0,0
Kenyan Premier League,23/24,9,11774904,OYccsKzdc,Finished,Bidco United,BID,258735,Muhoroni Youth FC,MUH,257439,3,3
Kenyan Premier League,23/24,9,11774897,IvYbspqzc,Finished,FC Talanta,TAL,310815,Nzoia United,NZO,246033,0,0
Kenyan Premier League,23/24,9,11774903,IDFsHvYb,Finished,AFC Leopards SC,LDS,76433,Kariobangi Sharks,KAR,246032,0,0
Kenyan Premier League,23/24,9,11774901,zufbseNqc,Finished,Bandari FC,BAN,138474,Kenya Police,KEN,291904,3,3
Kenyan Premier League,23/24,9,11776373,LufbsCYHc,Finished,Muranga Seal,MUR,332427,Nairobi City Stars FC,NCS,138486,2,2
Kenyan Premier League,23/24,9,11774896,DufbsNufb,Finished,Kenya Commercial Bank,KCB,138478,Sofapaka,SOF,138488,0,0
Kenyan Premier League,23/24,9,11774898,WufbsYufb,Finished,Tusker,TUS,138496,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,23/24,9,11776338,gLdbsFhIc,Finished,Shabana FC,SHA,332880,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,23/24,9,11774908,exKbsfxKb,Finished,Kakamega Homeboyz,KAH,213604,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,23/24,10,11798709,HvYbsIvYb,Finished,Nzoia United,NZO,246033,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,23/24,10,11798706,Nufbspqzc,Finished,Sofapaka,SOF,138488,FC Talanta,TAL,310815,0,0
Kenyan Premier League,23/24,10,11798710,IDFsLufb,Finished,Nairobi City Stars FC,NCS,138486,AFC Leopards SC,LDS,76433,3,3
Kenyan Premier League,23/24,10,11798704,zufbsFhIc,Finished,Bandari FC,BAN,138474,Shabana FC,SHA,332880,2,2
Kenyan Premier League,23/24,10,11798708,exKbsOYcc,Finished,Muhoroni Youth FC,MUH,257439,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,23/24,10,11800321,WufbsCYHc,Finished,Muranga Seal,MUR,332427,Tusker,TUS,138496,2,2
Kenyan Premier League,23/24,10,11798707,DufbsfxKb,Finished,Posta Rangers,PRA,213605,Kenya Commercial Bank,KCB,138478,0,0
Kenyan Premier League,23/24,10,11798711,YufbsKzdc,Finished,Ulinzi Stars,ULS,138498,Bidco United,BID,258735,0,0
Kenyan Premier League,23/24,10,11798705,gLdbseNqc,Finished,Gor Mahia FC,GOR,134306,Kenya Police,KEN,291904,0,0
Kenyan Premier League,23/24,11,11809242,NufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Sofapaka,SOF,138488,5,5
Kenyan Premier League,23/24,11,11809244,OYccspqzc,Finished,FC Talanta,TAL,310815,Muhoroni Youth FC,MUH,257439,2,2
Kenyan Premier League,23/24,11,11809245,YufbseNqc,Finished,Kenya Police,KEN,291904,Ulinzi Stars,ULS,138498,2,2
Kenyan Premier League,23/24,11,11809248,IDFsfxKb,Finished,AFC Leopards SC,LDS,76433,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,23/24,11,11809241,zufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Bandari FC,BAN,138474,0,0
Kenyan Premier League,23/24,11,11809247,DufbsKzdc,Finished,Kenya Commercial Bank,KCB,138478,Bidco United,BID,258735,3,3
Kenyan Premier League,23/24,11,11810294,IvYbsFhIc,Finished,Shabana FC,SHA,332880,Nzoia United,NZO,246033,2,2
Kenyan Premier League,23/24,11,11809246,LufbsWufb,Finished,Tusker,TUS,138496,Nairobi City Stars FC,NCS,138486,3,3
Kenyan Premier League,23/24,11,11809243,gLdbsCYHc,Finished,Gor Mahia FC,GOR,134306,Muranga Seal,MUR,332427,0,0
Kenyan Premier League,23/24,12,11816868,fxKbsFhIc,Finished,Posta Rangers,PRA,213605,Shabana FC,SHA,332880,3,3
Kenyan Premier League,23/24,12,11816876,zufbspqzc,Finished,Bandari FC,BAN,138474,FC Talanta,TAL,310815,1,1
Kenyan Premier League,23/24,12,11816869,LufbsHvYb,Finished,Nairobi City Stars FC,NCS,138486,Kariobangi Sharks,KAR,246032,3,3
Kenyan Premier League,23/24,12,11816870,IDFsNufb,Finished,Sofapaka,SOF,138488,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,23/24,12,11816873,gLdbsOYcc,Finished,Muhoroni Youth FC,MUH,257439,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,23/24,12,11816872,DufbsCYHc,Finished,Muranga Seal,MUR,332427,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,23/24,12,11816875,IvYbseNqc,Finished,Nzoia United,NZO,246033,Kenya Police,KEN,291904,1,1
Kenyan Premier League,23/24,12,11816874,YufbsexKb,Finished,Ulinzi Stars,ULS,138498,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,23/24,12,11855583,WufbsKzdc,Finished,Bidco United,BID,258735,Tusker,TUS,138496,2,2
Kenyan Premier League,23/24,13,11859178,Yufbspqzc,Finished,FC Talanta,TAL,310815,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,23/24,13,11859183,LufbsfxKb,Finished,Posta Rangers,PRA,213605,Nairobi City Stars FC,NCS,138486,0,0
Kenyan Premier League,23/24,13,11859192,DufbsFhIc,Finished,Shabana FC,SHA,332880,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,23/24,13,11859182,zufbsOYcc,Finished,Bandari FC,BAN,138474,Muhoroni Youth FC,MUH,257439,1,1
Kenyan Premier League,23/24,13,11859180,exKbsKzdc,Finished,Kakamega Homeboyz,KAH,213604,Bidco United,BID,258735,1,1
Kenyan Premier League,23/24,13,11859177,gLdbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,23/24,13,11859184,eNqcsCYHc,Finished,Kenya Police,KEN,291904,Muranga Seal,MUR,332427,2,2
Kenyan Premier League,23/24,13,11859179,NufbsIvYb,Finished,Nzoia United,NZO,246033,Sofapaka,SOF,138488,1,1
Kenyan Premier League,23/24,13,11859181,IDFsWufb,Finished,AFC Leopards SC,LDS,76433,Tusker,TUS,138496,0,0
Kenyan Premier League,23/24,14,11869731,Dufbspqzc,Finished,Kenya Commercial Bank,KCB,138478,FC Talanta,TAL,310815,0,0
Kenyan Premier League,23/24,14,11869722,gLdbsIvYb,Finished,Gor Mahia FC,GOR,134306,Nzoia United,NZO,246033,2,2
Kenyan Premier League,23/24,14,11870968,YufbsCYHc,Finished,Muranga Seal,MUR,332427,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,23/24,14,11869721,zufbsLufb,Finished,Nairobi City Stars FC,NCS,138486,Bandari FC,BAN,138474,1,1
Kenyan Premier League,23/24,14,11869719,IDFsKzdc,Finished,Bidco United,BID,258735,AFC Leopards SC,LDS,76433,2,2
Kenyan Premier League,23/24,14,11869730,exKbsFhIc,Finished,Kakamega Homeboyz,KAH,213604,Shabana FC,SHA,332880,2,2
Kenyan Premier League,23/24,14,11869716,NufbsHvYb,Finished,Sofapaka,SOF,138488,Kariobangi Sharks,KAR,246032,2,2
Kenyan Premier League,23/24,14,11869729,WufbsfxKb,Finished,Tusker,TUS,138496,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,23/24,14,11869725,OYccseNqc,Finished,Muhoroni Youth FC,MUH,257439,Kenya Police,KEN,291904,1,1
Kenyan Premier League,23/24,15,11890560,zufbsCYHc,Finished,Bandari FC,BAN,138474,Muranga Seal,MUR,332427,2,2
Kenyan Premier League,23/24,15,11890563,DufbseNqc,Finished,Kenya Police,KEN,291904,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,23/24,15,11892214,NufbsFhIc,Finished,Shabana FC,SHA,332880,Sofapaka,SOF,138488,4,4
Kenyan Premier League,23/24,15,11890566,IDFsexKb,Finished,AFC Leopards SC,LDS,76433,Kakamega Homeboyz,KAH,213604,2,2
Kenyan Premier League,23/24,15,11890562,gLdbspqzc,Finished,FC Talanta,TAL,310815,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,23/24,15,11890559,HvYbsKzdc,Finished,Kariobangi Sharks,KAR,246032,Bidco United,BID,258735,0,0
Kenyan Premier League,23/24,15,11890561,WufbsIvYb,Finished,Nzoia United,NZO,246033,Tusker,TUS,138496,0,0
Kenyan Premier League,23/24,15,11890565,fxKbsOYcc,Finished,Posta Rangers,PRA,213605,Muhoroni Youth FC,MUH,257439,0,0
Kenyan Premier League,23/24,15,11890564,LufbsYufb,Finished,Ulinzi Stars,ULS,138498,Nairobi City Stars FC,NCS,138486,1,1
Kenyan Premier League,23/24,16,11905061,NufbsOYcc,Finished,Muhoroni Youth FC,MUH,257439,Sofapaka,SOF,138488,1,1
Kenyan Premier League,23/24,16,11905062,IDFsCYHc,Finished,Muranga Seal,MUR,332427,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,23/24,16,11905063,WufbseNqc,Finished,Tusker,TUS,138496,Kenya Police,KEN,291904,1,1
Kenyan Premier League,23/24,16,11900409,KzdcsFhIc,Finished,Bidco United,BID,258735,Shabana FC,SHA,332880,1,1
Kenyan Premier League,23/24,16,11900410,HvYbspqzc,Finished,FC Talanta,TAL,310815,Kariobangi Sharks,KAR,246032,0,0
Kenyan Premier League,23/24,16,11900411,DufbsIvYb,Finished,Kenya Commercial Bank,KCB,138478,Nzoia United,NZO,246033,0,0
Kenyan Premier League,23/24,16,11900407,YufbsfxKb,Finished,Ulinzi Stars,ULS,138498,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,23/24,16,11900408,gLdbszufb,Finished,Gor Mahia FC,GOR,134306,Bandari FC,BAN,138474,1,1
Kenyan Premier League,23/24,16,11900406,LufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Nairobi City Stars FC,NCS,138486,0,0
Kenyan Premier League,23/24,17,11919388,zufbsIvYb,Finished,Bandari FC,BAN,138474,Nzoia United,NZO,246033,1,1
Kenyan Premier League,23/24,17,11919385,exKbseNqc,Finished,Kenya Police,KEN,291904,Kakamega Homeboyz,KAH,213604,3,3
Kenyan Premier League,23/24,17,11919387,Lufbspqzc,Finished,Nairobi City Stars FC,NCS,138486,FC Talanta,TAL,310815,3,3
Kenyan Premier League,23/24,17,11919386,gLdbsfxKb,Finished,Posta Rangers,PRA,213605,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,23/24,17,11919394,OYccsFhIc,Finished,Shabana FC,SHA,332880,Muhoroni Youth FC,MUH,257439,0,0
Kenyan Premier League,23/24,17,11919389,HvYbsCYHc,Finished,Kariobangi Sharks,KAR,246032,Muranga Seal,MUR,332427,1,1
Kenyan Premier League,23/24,17,11919390,IDFsYufb,Finished,AFC Leopards SC,LDS,76433,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,23/24,17,11919392,NufbsKzdc,Finished,Sofapaka,SOF,138488,Bidco United,BID,258735,3,3
Kenyan Premier League,23/24,17,11919391,DufbsWufb,Finished,Kenya Commercial Bank,KCB,138478,Tusker,TUS,138496,0,0
Kenyan Premier League,23/24,18,11934708,gLdbsHvYb,Finished,Gor Mahia FC,GOR,134306,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,23/24,18,11934711,zufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Bandari FC,BAN,138474,0,0
Kenyan Premier League,23/24,18,11934706,KzdcseNqc,Finished,Bidco United,BID,258735,Kenya Police,KEN,291904,0,0
Kenyan Premier League,23/24,18,11934709,IDFsOYcc,Finished,Muhoroni Youth FC,MUH,257439,AFC Leopards SC,LDS,76433,0,0
Kenyan Premier League,23/24,18,11934731,pqzcsCYHc,Finished,Muranga Seal,MUR,332427,FC Talanta,TAL,310815,0,0
Kenyan Premier League,23/24,18,11934707,LufbsfxKb,Finished,Nairobi City Stars FC,NCS,138486,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,23/24,18,11934713,IvYbsFhIc,Finished,Nzoia United,NZO,246033,Shabana FC,SHA,332880,2,2
Kenyan Premier League,23/24,18,11934710,DufbsYufb,Finished,Ulinzi Stars,ULS,138498,Kenya Commercial Bank,KCB,138478,0,0
Kenyan Premier League,23/24,18,11934712,NufbsWufb,Finished,Tusker,TUS,138496,Sofapaka,SOF,138488,3,3
Kenyan Premier League,23/24,19,11957036,NufbsexKb,Finished,Sofapaka,SOF,138488,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,23/24,19,11957046,YufbsFhIc,Finished,Shabana FC,SHA,332880,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,23/24,19,11957039,zufbsHvYb,Finished,Bandari FC,BAN,138474,Kariobangi Sharks,KAR,246032,2,2
Kenyan Premier League,23/24,19,11957041,gLdbsWufb,Finished,Gor Mahia FC,GOR,134306,Tusker,TUS,138496,1,1
Kenyan Premier League,23/24,19,11957033,DufbsOYcc,Finished,Kenya Commercial Bank,KCB,138478,Muhoroni Youth FC,MUH,257439,0,0
Kenyan Premier League,23/24,19,11957037,Kzdcspqzc,Finished,FC Talanta,TAL,310815,Bidco United,BID,258735,3,3
Kenyan Premier League,23/24,19,11957038,IDFsLufb,Finished,AFC Leopards SC,LDS,76433,Nairobi City Stars FC,NCS,138486,2,2
Kenyan Premier League,23/24,19,11957032,IvYbseNqc,Finished,Kenya Police,KEN,291904,Nzoia United,NZO,246033,2,2
Kenyan Premier League,23/24,19,11957035,fxKbsCYHc,Finished,Posta Rangers,PRA,213605,Muranga Seal,MUR,332427,1,1
Kenyan Premier League,23/24,20,11972242,exKbsOYcc,Postponed,Kakamega Homeboyz,KAH,213604,Muhoroni Youth FC,MUH,257439,-,-
Kenyan Premier League,23/24,20,11972241,gLdbseNqc,Postponed,Kenya Police,KEN,291904,Gor Mahia FC,GOR,134306,-,-
Kenyan Premier League,23/24,20,11972240,fxKbsIvYb,Postponed,Nzoia United,NZO,246033,Posta Rangers,PRA,213605,-,-
Kenyan Premier League,23/24,20,11972239,DufbsNufb,Postponed,Sofapaka,SOF,138488,Kenya Commercial Bank,KCB,138478,-,-
Kenyan Premier League,23/24,20,11972243,WufbsKzdc,Postponed,Tusker,TUS,138496,Bidco United,BID,258735,-,-
Kenyan Premier League,23/24,20,11973563,IDFsHvYb,Postponed,Kariobangi Sharks,KAR,246032,AFC Leopards SC,LDS,76433,-,-
Kenyan Premier League,23/24,20,11974990,zufbsCYHc,Postponed,Muranga Seal,MUR,332427,Bandari FC,BAN,138474,-,-
Kenyan Premier League,23/24,20,11973560,LufbsFhIc,Postponed,Nairobi City Stars FC,NCS,138486,Shabana FC,SHA,332880,-,-
Kenyan Premier League,23/24,20,11973562,Yufbspqzc,Postponed,Ulinzi Stars,ULS,138498,FC Talanta,TAL,310815,-,-
Kenyan Premier League,23/24,20,12003743,WufbsKzdc,Finished,Tusker,TUS,138496,Bidco United,BID,258735,0,0
Kenyan Premier League,23/24,20,12015973,exKbsOYcc,Finished,Kakamega Homeboyz,KAH,213604,Muhoroni Youth FC,MUH,257439,0,0
Kenyan Premier League,23/24,20,12015972,gLdbseNqc,Finished,Kenya Police,KEN,291904,Gor Mahia FC,GOR,134306,3,3
Kenyan Premier League,23/24,20,12015971,fxKbsIvYb,Finished,Nzoia United,NZO,246033,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,23/24,20,12000693,DufbsNufb,Finished,Sofapaka,SOF,138488,Kenya Commercial Bank,KCB,138478,2,2
Kenyan Premier League,23/24,20,12015974,zufbsCYHc,Finished,Muranga Seal,MUR,332427,Bandari FC,BAN,138474,2,2
Kenyan Premier League,23/24,20,12006775,LufbsFhIc,Finished,Nairobi City Stars FC,NCS,138486,Shabana FC,SHA,332880,0,0
Kenyan Premier League,23/24,20,12004748,Yufbspqzc,Finished,Ulinzi Stars,ULS,138498,FC Talanta,TAL,310815,1,1
Kenyan Premier League,23/24,20,12008506,IDFsHvYb,Finished,Kariobangi Sharks,KAR,246032,AFC Leopards SC,LDS,76433,0,0
Kenyan Premier League,23/24,21,11974982,fxKbseNqc,Finished,Posta Rangers,PRA,213605,Kenya Police,KEN,291904,0,0
Kenyan Premier League,23/24,21,11974993,zufbsLufb,Finished,Bandari FC,BAN,138474,Nairobi City Stars FC,NCS,138486,0,0
Kenyan Premier League,23/24,21,11974976,gLdbsYufb,Finished,Gor Mahia FC,GOR,134306,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,23/24,21,11974987,Nufbspqzc,Finished,FC Talanta,TAL,310815,Sofapaka,SOF,138488,1,1
Kenyan Premier League,23/24,21,11974991,IvYbsKzdc,Finished,Bidco United,BID,258735,Nzoia United,NZO,246033,1,1
Kenyan Premier League,23/24,21,11975000,HvYbsOYcc,Finished,Muhoroni Youth FC,MUH,257439,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,23/24,21,11974985,WufbsFhIc,Finished,Shabana FC,SHA,332880,Tusker,TUS,138496,0,0
Kenyan Premier League,23/24,21,11974998,IDFsCYHc,Finished,AFC Leopards SC,LDS,76433,Muranga Seal,MUR,332427,1,1
Kenyan Premier League,23/24,21,11974989,DufbsexKb,Finished,Kenya Commercial Bank,KCB,138478,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,23/24,22,11977077,YufbsfxKb,Finished,Posta Rangers,PRA,213605,Ulinzi Stars,ULS,138498,1,1
