tournament,season,round,matchID,matchCustomID,matchStatus,homeTeamnName,homeTeamnNameCode,homeTeamID,awayTeamName,awayTeamNameCode,awayTeamID,homeScoreFT,awayScoreFT
Kenyan Premier League,18/19,1,8078960,gLdbszufb,Finished,Bandari FC,BAN,138474,Gor Mahia FC,GOR,134306,2,2
Kenyan Premier League,18/19,1,8078959,DufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,18/19,1,8078967,BufbsHufb,Finished,Mathare United,MAU,138482,Chemelil Sugar,CSU,138476,2,2
Kenyan Premier League,18/19,1,8078961,avfbsfxKb,Finished,Posta Rangers,PRA,213605,Western Stima FC,WST,138500,0,0
Kenyan Premier League,18/19,1,8078962,NufbsFRid,Finished,Dandora Love,DLO,397130,Sofapaka,SOF,138488,1,1
Kenyan Premier League,18/19,1,8078966,Yufbsladc,Finished,Mulembe United,MUD,257511,Ulinzi Stars,ULS,138498,2,2
Kenyan Premier League,18/19,1,8078963,PufbsWufb,Finished,Sony Sugar,SSU,138490,Tusker,TUS,138496,1,1
Kenyan Premier League,18/19,1,8078964,IvYbsnTid,Finished,Zoo F.C.,ZFC,397163,Nzoia United,NZO,246033,0,0
Kenyan Premier League,18/19,1,8078965,IDFsHvYb,Finished,AFC Leopards SC,LDS,76433,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,18/19,2,8081033,gLdbsnTid,Finished,Gor Mahia FC,GOR,134306,Zoo F.C.,ZFC,397163,4,4
Kenyan Premier League,18/19,2,8081028,HufbsIvYb,Finished,Nzoia United,NZO,246033,Mathare United,MAU,138482,0,0
Kenyan Premier League,18/19,2,8081025,Bufbsladc,Finished,Chemelil Sugar,CSU,138476,Mulembe United,MUD,257511,1,1
Kenyan Premier League,18/19,2,8081023,IDFsexKb,Finished,Kakamega Homeboyz,KAH,213604,AFC Leopards SC,LDS,76433,3,3
Kenyan Premier League,18/19,2,8081026,fxKbsFRid,Finished,Dandora Love,DLO,397130,Posta Rangers,PRA,213605,1,1
