Tournament,Season,Round,Date,StartTime,MatchID,MatchCustomID,MatchStatus,HomeTeamnName,HomeTeamnNameCode,HomeTeamID,AwayTeamName,AwayTeamNameCode,AwayTeamID,HomeScoreFT,AwayScoreFT
Kenyan Premier League,18/19,7,2019-01-12,16:15,8095984,IDFsDufb,Finished,AFC Leopards SC,LDS,76433,Kenya Commercial Bank,KCB,138478,0,0
Kenyan Premier League,18/19,7,2019-01-13,14:00,8095985,avfbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Western Stima FC,WST,138500,2,2
Kenyan Premier League,18/19,7,2019-01-13,15:00,8095988,PufbsYufb,Finished,Sony Sugar,SSU,138490,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,18/19,7,2019-01-13,16:00,8095987,Nufbsladc,Finished,Mulembe United,MUD,257511,Sofapaka,SOF,138488,1,1
Kenyan Premier League,18/19,7,2019-01-13,16:15,8095983,BufbsfxKb,Finished,Posta Rangers,PRA,213605,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,18/19,7,2019-05-15,15:00,8214970,gLdbsIvYb,Finished,Nzoia United,NZO,246033,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,18/19,8,2019-01-16,16:00,8100453,gLdbsFRid,Finished,Gor Mahia FC,GOR,134306,Dandora Love,DLO,397130,4,4
Kenyan Premier League,18/19,8,2019-01-17,15:00,8100456,zufbsfxKb,Finished,Bandari FC,BAN,138474,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,18/19,8,2019-01-17,15:00,8100457,IDFsBufb,Finished,Chemelil Sugar,CSU,138476,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,18/19,8,2019-01-17,15:00,8100465,HvYbsnTid,Finished,Zoo F.C.,ZFC,397163,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,18/19,8,2019-01-19,14:00,8100452,Dufbsladc,Finished,Kenya Commercial Bank,KCB,138478,Mulembe United,MUD,257511,1,1
Kenyan Premier League,18/19,8,2019-01-19,15:00,8100450,HufbsexKb,Finished,Mathare United,MAU,138482,Kakamega Homeboyz,KAH,213604,3,3
Kenyan Premier League,18/19,8,2019-01-19,16:15,8100451,NufbsPufb,Finished,Sofapaka,SOF,138488,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,18/19,8,2019-01-20,15:00,8100455,WufbsYufb,Finished,Ulinzi Stars,ULS,138498,Tusker,TUS,138496,0,0
Kenyan Premier League,18/19,8,2019-01-20,15:00,8100454,avfbsIvYb,Finished,Western Stima FC,WST,138500,Nzoia United,NZO,246033,2,2
Kenyan Premier League,18/19,9,2019-01-23,15:00,8100464,YufbsFRid,Finished,Dandora Love,DLO,397130,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,18/19,9,2019-01-23,15:00,8100461,IvYbsladc,Finished,Mulembe United,MUD,257511,Nzoia United,NZO,246033,0,0
Kenyan Premier League,18/19,9,2019-01-23,15:00,8100459,NufbsfxKb,Finished,Posta Rangers,PRA,213605,Sofapaka,SOF,138488,0,0
Kenyan Premier League,18/19,9,2019-01-23,15:00,8100466,BufbsWufb,Finished,Tusker,TUS,138496,Chemelil Sugar,CSU,138476,2,2
Kenyan Premier League,18/19,9,2019-01-23,15:00,8100458,Dufbsavfb,Finished,Western Stima FC,WST,138500,Kenya Commercial Bank,KCB,138478,0,0
Kenyan Premier League,18/19,9,2019-01-30,15:00,8100460,zufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Bandari FC,BAN,138474,4,4
Kenyan Premier League,18/19,9,2019-01-30,15:00,8100462,HufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Mathare United,MAU,138482,0,0
Kenyan Premier League,18/19,9,2019-01-30,15:00,8100463,IDFsnTid,Finished,Zoo F.C.,ZFC,397163,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,18/19,9,2019-01-30,16:00,8100468,gLdbsPufb,Finished,Gor Mahia FC,GOR,134306,Sony Sugar,SSU,138490,2,2
Kenyan Premier League,18/19,10,2019-01-27,14:00,8102030,NufbsnTid,Finished,Sofapaka,SOF,138488,Zoo F.C.,ZFC,397163,3,3
Kenyan Premier League,18/19,10,2019-01-27,15:00,8102031,Hufbsladc,Finished,Mathare United,MAU,138482,Mulembe United,MUD,257511,3,3
Kenyan Premier League,18/19,10,2019-01-27,15:00,8102027,IvYbsFRid,Finished,Nzoia United,NZO,246033,Dandora Love,DLO,397130,2,2
Kenyan Premier League,18/19,10,2019-01-27,15:00,8102028,PufbsfxKb,Finished,Sony Sugar,SSU,138490,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,18/19,10,2019-01-27,15:00,8102038,YufbsexKb,Finished,Ulinzi Stars,ULS,138498,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,18/19,10,2019-01-27,16:15,8102033,gLdbsDufb,Finished,Kenya Commercial Bank,KCB,138478,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,18/19,10,2019-03-23,15:00,8102032,IDFsavfb,Finished,AFC Leopards SC,LDS,76433,Western Stima FC,WST,138500,2,2
Kenyan Premier League,18/19,10,2019-03-23,15:00,8102029,zufbsBufb,Finished,Chemelil Sugar,CSU,138476,Bandari FC,BAN,138474,0,0
Kenyan Premier League,18/19,10,2019-03-27,15:00,8102034,WufbsHvYb,Finished,Tusker,TUS,138496,Kariobangi Sharks,KAR,246032,3,3
Kenyan Premier League,18/19,11,2019-02-02,14:00,8102099,HufbsFRid,Finished,Dandora Love,DLO,397130,Mathare United,MAU,138482,2,2
Kenyan Premier League,18/19,11,2019-02-02,15:00,8102094,WufbsfxKb,Finished,Posta Rangers,PRA,213605,Tusker,TUS,138496,0,0
Kenyan Premier League,18/19,11,2019-02-02,16:15,8102098,BufbsYufb,Finished,Ulinzi Stars,ULS,138498,Chemelil Sugar,CSU,138476,1,1
Kenyan Premier League,18/19,11,2019-02-03,15:00,8102095,IDFszufb,Finished,Bandari FC,BAN,138474,AFC Leopards SC,LDS,76433,4,4
Kenyan Premier League,18/19,11,2019-02-03,15:00,8102102,exKbsladc,Finished,Kakamega Homeboyz,KAH,213604,Mulembe United,MUD,257511,1,1
Kenyan Premier League,18/19,11,2019-02-03,15:00,8102096,NufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Sofapaka,SOF,138488,0,0
Kenyan Premier League,18/19,11,2019-02-03,15:00,8102101,PufbsIvYb,Finished,Nzoia United,NZO,246033,Sony Sugar,SSU,138490,3,3
Kenyan Premier League,18/19,11,2019-02-03,15:00,8102097,DufbsnTid,Finished,Zoo F.C.,ZFC,397163,Kenya Commercial Bank,KCB,138478,2,2
Kenyan Premier League,18/19,11,2019-02-20,16:00,8102100,gLdbsavfb,Finished,Gor Mahia FC,GOR,134306,Western Stima FC,WST,138500,1,1
Kenyan Premier League,18/19,12,2019-02-06,15:00,8102109,IDFsFRid,Finished,AFC Leopards SC,LDS,76433,Dandora Love,DLO,397130,1,1
Kenyan Premier League,18/19,12,2019-02-06,15:00,8102107,gLdbsladc,Finished,Mulembe United,MUD,257511,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,18/19,12,2019-02-06,15:00,8102112,avfbsnTid,Finished,Western Stima FC,WST,138500,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,18/19,12,2019-02-07,14:00,8102106,NufbsIvYb,Finished,Sofapaka,SOF,138488,Nzoia United,NZO,246033,1,1
Kenyan Premier League,18/19,12,2019-02-07,15:00,8102104,BufbsexKb,Finished,Chemelil Sugar,CSU,138476,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,18/19,12,2019-02-07,15:00,8102105,YufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Ulinzi Stars,ULS,138498,3,3
Kenyan Premier League,18/19,12,2019-02-07,15:00,8102110,HufbsPufb,Finished,Sony Sugar,SSU,138490,Mathare United,MAU,138482,1,1
Kenyan Premier League,18/19,12,2019-02-07,15:00,8102111,zufbsWufb,Finished,Tusker,TUS,138496,Bandari FC,BAN,138474,1,1
Kenyan Premier League,18/19,12,2019-02-07,16:15,8102108,DufbsfxKb,Finished,Kenya Commercial Bank,KCB,138478,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,18/19,13,2019-02-09,15:00,8102116,IDFsgLdb,Finished,Gor Mahia FC,GOR,134306,AFC Leopards SC,LDS,76433,2,2
Kenyan Premier League,18/19,13,2019-02-10,15:00,8102120,WufbsnTid,Finished,Zoo F.C.,ZFC,397163,Tusker,TUS,138496,0,0
Kenyan Premier League,18/19,13,2019-02-11,15:00,8102119,DufbsFRid,Finished,Dandora Love,DLO,397130,Kenya Commercial Bank,KCB,138478,0,0
Kenyan Premier League,18/19,13,2019-02-11,15:00,8102114,BufbsPufb,Finished,Sony Sugar,SSU,138490,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,18/19,13,2019-02-11,15:00,8102117,Yufbsavfb,Finished,Ulinzi Stars,ULS,138498,Western Stima FC,WST,138500,1,1
Kenyan Premier League,18/19,13,2019-02-12,15:00,8102115,zufbsladc,Finished,Bandari FC,BAN,138474,Mulembe United,MUD,257511,2,2
Kenyan Premier League,18/19,13,2019-02-12,15:00,8102113,exKbsHvYb,Finished,Kakamega Homeboyz,KAH,213604,Kariobangi Sharks,KAR,246032,0,0
Kenyan Premier League,18/19,13,2019-02-12,15:00,8102118,HufbsNufb,Finished,Mathare United,MAU,138482,Sofapaka,SOF,138488,1,1
Kenyan Premier League,18/19,13,2019-02-12,15:00,8102121,fxKbsIvYb,Finished,Posta Rangers,PRA,213605,Nzoia United,NZO,246033,2,2
Kenyan Premier League,18/19,14,2019-02-16,15:00,8102123,zufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Bandari FC,BAN,138474,0,0
Kenyan Premier League,18/19,14,2019-02-16,15:00,8102126,BufbsIvYb,Finished,Nzoia United,NZO,246033,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,18/19,14,2019-02-16,15:00,8102127,WufbsexKb,Finished,Tusker,TUS,138496,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,18/19,14,2019-02-17,14:00,8102122,DufbsPufb,Finished,Kenya Commercial Bank,KCB,138478,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,18/19,14,2019-02-17,15:00,8102128,fxKbsladc,Finished,Mulembe United,MUD,257511,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,18/19,14,2019-02-17,15:00,8102125,gLdbsNufb,Finished,Sofapaka,SOF,138488,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,18/19,14,2019-02-17,15:00,8102130,avfbsFRid,Finished,Western Stima FC,WST,138500,Dandora Love,DLO,397130,2,2
Kenyan Premier League,18/19,14,2019-02-17,15:00,8102129,HufbsnTid,Finished,Zoo F.C.,ZFC,397163,Mathare United,MAU,138482,0,0
Kenyan Premier League,18/19,14,2019-02-17,16:15,8102124,IDFsYufb,Finished,AFC Leopards SC,LDS,76433,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,18/19,15,2019-02-23,14:00,8102133,YufbsfxKb,Finished,Posta Rangers,PRA,213605,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,18/19,15,2019-02-23,15:00,8102134,zufbsIvYb,Finished,Bandari FC,BAN,138474,Nzoia United,NZO,246033,1,1
Kenyan Premier League,18/19,15,2019-02-23,15:00,8102135,BufbsDufb,Finished,Chemelil Sugar,CSU,138476,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,18/19,15,2019-02-23,15:00,8102132,NufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Sofapaka,SOF,138488,2,2
Kenyan Premier League,18/19,15,2019-02-23,16:15,8102136,IDFsHufb,Finished,Mathare United,MAU,138482,AFC Leopards SC,LDS,76433,2,2
Kenyan Premier League,18/19,15,2019-02-24,15:00,8102137,FRidsnTid,Finished,Dandora Love,DLO,397130,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,18/19,15,2019-02-24,15:00,8102139,HvYbsladc,Finished,Mulembe United,MUD,257511,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,18/19,15,2019-02-24,15:00,8102138,Pufbsavfb,Finished,Sony Sugar,SSU,138490,Western Stima FC,WST,138500,4,4
Kenyan Premier League,18/19,15,2019-02-27,16:00,8102140,gLdbsWufb,Finished,Gor Mahia FC,GOR,134306,Tusker,TUS,138496,1,1
Kenyan Premier League,18/19,16,2019-03-02,15:00,8102147,IDFsPufb,Finished,AFC Leopards SC,LDS,76433,Sony Sugar,SSU,138490,1,1
Kenyan Premier League,18/19,16,2019-03-02,15:00,8102148,zufbsHufb,Finished,Bandari FC,BAN,138474,Mathare United,MAU,138482,0,0
Kenyan Premier League,18/19,16,2019-03-02,15:00,8102153,exKbsFRid,Finished,Dandora Love,DLO,397130,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,18/19,16,2019-03-02,15:00,8102152,BufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Chemelil Sugar,CSU,138476,2,2
Kenyan Premier League,18/19,16,2019-03-02,15:00,8102150,WufbsIvYb,Finished,Nzoia United,NZO,246033,Tusker,TUS,138496,1,1
Kenyan Premier League,18/19,16,2019-03-02,15:00,8102145,avfbsladc,Finished,Western Stima FC,WST,138500,Mulembe United,MUD,257511,1,1
Kenyan Premier League,18/19,16,2019-03-03,15:00,8152611,DufbsNufb,Finished,Sofapaka,SOF,138488,Kenya Commercial Bank,KCB,138478,1,1
Kenyan Premier League,18/19,16,2019-03-03,15:00,8102149,fxKbsnTid,Finished,Zoo F.C.,ZFC,397163,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,18/19,16,2024-09-30,15:47,8102151,gLdbsYufb,Canceled,Ulinzi Stars,ULS,138498,Gor Mahia FC,GOR,134306,-,-
Kenyan Premier League,18/19,16,2019-04-29,15:00,8202505,gLdbsYufb,Finished,Ulinzi Stars,ULS,138498,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,18/19,17,2019-03-09,14:00,8102173,BufbsNufb,Finished,Chemelil Sugar,CSU,138476,Sofapaka,SOF,138488,0,0
Kenyan Premier League,18/19,17,2019-03-09,14:00,8102175,fxKbsHvYb,Finished,Posta Rangers,PRA,213605,Kariobangi Sharks,KAR,246032,0,0
Kenyan Premier League,18/19,17,2019-03-09,15:00,8102174,Hufbsavfb,Finished,Mathare United,MAU,138482,Western Stima FC,WST,138500,0,0
Kenyan Premier League,18/19,17,2019-03-09,15:00,8102171,PufbsFRid,Finished,Sony Sugar,SSU,138490,Dandora Love,DLO,397130,1,1
Kenyan Premier League,18/19,17,2019-03-09,16:15,8102177,IDFsWufb,Finished,Tusker,TUS,138496,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,18/19,17,2019-03-10,15:00,8102176,DufbsIvYb,Finished,Kenya Commercial Bank,KCB,138478,Nzoia United,NZO,246033,2,2
Kenyan Premier League,18/19,17,2019-03-10,15:00,8102179,ladcsnTid,Finished,Mulembe United,MUD,257511,Zoo F.C.,ZFC,397163,2,2
Kenyan Premier League,18/19,17,2019-03-10,15:00,8102178,zufbsYufb,Finished,Ulinzi Stars,ULS,138498,Bandari FC,BAN,138474,2,2
Kenyan Premier League,18/19,17,2019-03-14,16:00,8102172,gLdbsexKb,Finished,Gor Mahia FC,GOR,134306,Kakamega Homeboyz,KAH,213604,2,2
Kenyan Premier League,18/19,18,2019-03-13,15:00,8102187,IDFsNufb,Finished,AFC Leopards SC,LDS,76433,Sofapaka,SOF,138488,0,0
Kenyan Premier League,18/19,18,2019-03-13,15:00,8102186,HvYbsIvYb,Finished,Kariobangi Sharks,KAR,246032,Nzoia United,NZO,246033,1,1
Kenyan Premier League,18/19,18,2019-03-13,15:00,8102183,Bufbsavfb,Finished,Western Stima FC,WST,138500,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,18/19,18,2019-03-16,15:00,8102188,ladcsFRid,Finished,Dandora Love,DLO,397130,Mulembe United,MUD,257511,2,2
Kenyan Premier League,18/19,18,2019-03-17,13:00,8102185,HufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Mathare United,MAU,138482,2,2
Kenyan Premier League,18/19,18,2024-09-30,15:47,8102184,DufbsfxKb,Canceled,Posta Rangers,PRA,213605,Kenya Commercial Bank,KCB,138478,-,-
Kenyan Premier League,18/19,18,2019-03-20,15:00,8102180,zufbsPufb,Finished,Sony Sugar,SSU,138490,Bandari FC,BAN,138474,2,2
Kenyan Premier League,18/19,18,2019-03-20,15:00,8102181,WufbsYufb,Finished,Tusker,TUS,138496,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,18/19,18,2019-03-24,15:00,8170300,DufbsfxKb,Finished,Posta Rangers,PRA,213605,Kenya Commercial Bank,KCB,138478,0,0
Kenyan Premier League,18/19,18,2019-03-27,15:00,8171024,gLdbsnTid,Finished,Zoo F.C.,ZFC,397163,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,18/19,19,2019-03-20,15:00,8102204,IvYbsnTid,Finished,Nzoia United,NZO,246033,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,18/19,19,2019-03-27,14:00,8102198,NufbsFRid,Finished,Sofapaka,SOF,138488,Dandora Love,DLO,397130,3,3
Kenyan Premier League,18/19,19,2019-03-27,15:00,8102196,zufbsexKb,Finished,Bandari FC,BAN,138474,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,18/19,19,2019-03-27,15:00,8102200,IDFsladc,Finished,Mulembe United,MUD,257511,AFC Leopards SC,LDS,76433,2,2
Kenyan Premier League,18/19,19,2019-03-27,15:00,8102203,PufbsYufb,Finished,Ulinzi Stars,ULS,138498,Sony Sugar,SSU,138490,2,2
Kenyan Premier League,18/19,19,2019-03-27,16:15,8102199,Dufbsavfb,Finished,Kenya Commercial Bank,KCB,138478,Western Stima FC,WST,138500,1,1
Kenyan Premier League,18/19,19,2019-03-28,15:00,8102202,HufbsfxKb,Finished,Mathare United,MAU,138482,Posta Rangers,PRA,213605,3,3
Kenyan Premier League,18/19,19,2019-03-30,15:00,8102197,BufbsWufb,Finished,Chemelil Sugar,CSU,138476,Tusker,TUS,138496,2,2
Kenyan Premier League,18/19,19,2019-03-30,15:00,8102201,gLdbsHvYb,Finished,Gor Mahia FC,GOR,134306,Kariobangi Sharks,KAR,246032,2,2
