tournament,season,round,matchID,matchCustomID,matchStatus,homeTeamnName,homeTeamnNameCode,homeTeamID,awayTeamName,awayTeamNameCode,awayTeamID,homeScoreFT,awayScoreFT
Kenyan Premier League,24/25,1,12654167,zufbsfxKb,Finished,Posta Rangers,PRA,213605,Bandari FC,BAN,138474,1,1
Kenyan Premier League,24/25,1,12654173,KzdcsFhIc,Finished,Bidco United,BID,258735,Shabana FC,SHA,332880,1,1
Kenyan Premier League,24/25,1,12654166,DufbsHvYb,Finished,Kenya Commercial Bank,KCB,138478,Kariobangi Sharks,KAR,246032,0,0
Kenyan Premier League,24/25,1,12654170,LufbsDbzc,Postponed,Administration Police,APO,310078,Nairobi City Stars FC,NCS,138486,-,-
Kenyan Premier League,24/25,1,12654169,NufbsWufb,Finished,Tusker,TUS,138496,Sofapaka,SOF,138488,1,1
Kenyan Premier League,24/25,1,12654172,gLdbspqzc,Postponed,FC Talanta,TAL,310815,Gor Mahia FC,GOR,134306,-,-
Kenyan Premier League,24/25,1,12654174,exKbsKaBg,Finished,Mara Sugar FC,MAR,815035,Kakamega Homeboyz,KAH,213604,3,3
Kenyan Premier League,24/25,1,12654168,IDFsHufb,Finished,Mathare United,MAU,138482,AFC Leopards SC,LDS,76433,0,0
Kenyan Premier League,24/25,1,12654171,YufbsCYHc,Finished,Ulinzi Stars,ULS,138498,Muranga Seal,MUR,332427,0,0
Kenyan Premier League,24/25,2,12654176,LufbsKzdc,Postponed,Nairobi City Stars FC,NCS,138486,Bidco United,BID,258735,-,-
Kenyan Premier League,24/25,2,12770945,LufbsKzdc,Finished,Nairobi City Stars FC,NCS,138486,Bidco United,BID,258735,1,1
Kenyan Premier League,24/25,2,12654175,Nufbspqzc,Finished,Sofapaka,SOF,138488,FC Talanta,TAL,310815,0,0
Kenyan Premier League,24/25,2,12654179,gLdbsYufb,Postponed,Gor Mahia FC,GOR,134306,Ulinzi Stars,ULS,138498,-,-
Kenyan Premier League,24/25,2,12654180,WufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Tusker,TUS,138496,3,3
Kenyan Premier League,24/25,2,12654184,IDFsfxKb,Finished,AFC Leopards SC,LDS,76433,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,24/25,2,12654182,zufbsKaBg,Finished,Bandari FC,BAN,138474,Mara Sugar FC,MAR,815035,1,1
Kenyan Premier League,24/25,2,12654181,HufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Mathare United,MAU,138482,0,0
Kenyan Premier League,24/25,2,12654177,DufbsCYHc,Finished,Muranga Seal,MUR,332427,Kenya Commercial Bank,KCB,138478,0,0
Kenyan Premier League,24/25,2,12654183,DbzcsFhIc,Postponed,Shabana FC,SHA,332880,Administration Police,APO,310078,-,-
Kenyan Premier League,24/25,3,12654185,DufbsfxKb,Finished,Posta Rangers,PRA,213605,Kenya Commercial Bank,KCB,138478,0,0
Kenyan Premier League,24/25,3,12654188,LufbsKaBg,Finished,Mara Sugar FC,MAR,815035,Nairobi City Stars FC,NCS,138486,1,1
Kenyan Premier League,24/25,3,12654186,HufbsNufb,Finished,Mathare United,MAU,138482,Sofapaka,SOF,138488,1,1
Kenyan Premier League,24/25,3,12654190,IDFsKzdc,Finished,Bidco United,BID,258735,AFC Leopards SC,LDS,76433,0,0
Kenyan Premier League,24/25,3,12654194,gLdbszufb,Postponed,Bandari FC,BAN,138474,Gor Mahia FC,GOR,134306,-,-
Kenyan Premier League,24/25,3,12654191,Dbzcspqzc,Postponed,FC Talanta,TAL,310815,Administration Police,APO,310078,-,-
Kenyan Premier League,24/25,3,12654193,HvYbsCYHc,Finished,Kariobangi Sharks,KAR,246032,Muranga Seal,MUR,332427,3,3
Kenyan Premier League,24/25,3,12654195,WufbsexKb,Finished,Tusker,TUS,138496,Kakamega Homeboyz,KAH,213604,2,2
Kenyan Premier League,24/25,3,12654189,YufbsFhIc,Finished,Ulinzi Stars,ULS,138498,Shabana FC,SHA,332880,2,2
