tournament,season,round,matchID,matchCustomID,matchStatus,homeTeamnName,homeTeamnNameCode,homeTeamID,awayTeamName,awayTeamNameCode,awayTeamID,homeScoreFT,awayScoreFT
Kenyan Premier League,2017,2,7361009,BufbsexKb,Finished,Chemelil Sugar,CSU,138476,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,2017,2,7361007,gLdbsnTid,Finished,Gor Mahia FC,GOR,134306,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,2017,2,7361010,HufbsIvYb,Finished,Nzoia United,NZO,246033,Mathare United,MAU,138482,0,0
Kenyan Premier League,2017,2,7361014,RufbsWufb,Finished,Thika United,TUN,138492,Tusker,TUS,138496,2,2
Kenyan Premier League,2017,2,7364620,JufbsHvYb,Finished,Muhoroni Youth FC,MUY,138484,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,2017,2,7361008,Yufbsavfb,Canceled,Ulinzi Stars,ULS,138498,Western Stima FC,WST,138500,-,-
Kenyan Premier League,2017,2,7364621,NufbsPufb,Finished,Sofapaka,SOF,138488,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,2017,2,7361013,IDFsFRid,Finished,Dandora Love,DLO,397130,AFC Leopards SC,LDS,76433,0,0
Kenyan Premier League,2017,2,7392530,Yufbsavfb,Finished,Ulinzi Stars,ULS,138498,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2017,3,7373048,YufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,2017,3,7373047,IDFsIvYb,Finished,AFC Leopards SC,LDS,76433,Nzoia United,NZO,246033,2,2
Kenyan Premier League,2017,3,7373050,zufbsJufb,Finished,Bandari FC,BAN,138474,Muhoroni Youth FC,MUY,138484,3,3
Kenyan Premier League,2017,3,7373049,exKbsfxKb,Finished,Kakamega Homeboyz,KAH,213604,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,2017,3,7373055,BufbsWufb,Finished,Tusker,TUS,138496,Chemelil Sugar,CSU,138476,1,1
Kenyan Premier League,2017,3,7373053,HufbsNufb,Finished,Mathare United,MAU,138482,Sofapaka,SOF,138488,1,1
Kenyan Premier League,2017,3,7373052,PufbsRufb,Finished,Sony Sugar,SSU,138490,Thika United,TUN,138492,1,1
Kenyan Premier League,2017,3,7373051,gLdbsavfb,Finished,Western Stima FC,WST,138500,Gor Mahia FC,GOR,134306,2,2
Kenyan Premier League,2017,3,7373054,FRidsnTid,Finished,Zoo F.C.,ZFC,397163,Dandora Love,DLO,397130,0,0
Kenyan Premier League,2017,4,7380744,PufbsFRid,Finished,Dandora Love,DLO,397130,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,2017,4,7380740,HufbsJufb,Finished,Muhoroni Youth FC,MUY,138484,Mathare United,MAU,138482,0,0
Kenyan Premier League,2017,4,7380745,gLdbsexKb,Finished,Gor Mahia FC,GOR,134306,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,2017,4,7380741,HvYbsIvYb,Finished,Nzoia United,NZO,246033,Kariobangi Sharks,KAR,246032,0,0
Kenyan Premier League,2017,4,7380742,avfbsfxKb,Finished,Posta Rangers,PRA,213605,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2017,4,7380738,NufbsWufb,Finished,Sofapaka,SOF,138488,Tusker,TUS,138496,2,2
Kenyan Premier League,2017,4,7380737,IDFsBufb,Finished,Chemelil Sugar,CSU,138476,AFC Leopards SC,LDS,76433,2,2
Kenyan Premier League,2017,4,7380743,RufbsnTid,Finished,Thika United,TUN,138492,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,2017,4,7380739,zufbsYufb,Finished,Ulinzi Stars,ULS,138498,Bandari FC,BAN,138474,2,2
Kenyan Premier League,2017,5,7389839,gLdbsPufb,Finished,Sony Sugar,SSU,138490,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,2017,5,7386722,WufbsYufb,Finished,Tusker,TUS,138496,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2017,5,7389838,zufbsRufb,Finished,Bandari FC,BAN,138474,Thika United,TUN,138492,3,3
Kenyan Premier League,2017,5,7388714,exKbsIvYb,Finished,Kakamega Homeboyz,KAH,213604,Nzoia United,NZO,246033,1,1
Kenyan Premier League,2017,5,7389623,Bufbsavfb,Finished,Western Stima FC,WST,138500,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,2017,5,7389718,NufbsnTid,Finished,Zoo F.C.,ZFC,397163,Sofapaka,SOF,138488,0,0
Kenyan Premier League,2017,5,7386609,IDFsJufb,Finished,AFC Leopards SC,LDS,76433,Muhoroni Youth FC,MUY,138484,1,1
Kenyan Premier League,2017,5,7389084,HvYbsFRid,Finished,Kariobangi Sharks,KAR,246032,Dandora Love,DLO,397130,1,1
Kenyan Premier League,2017,5,7389085,HufbsfxKb,Finished,Mathare United,MAU,138482,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,2017,6,7389840,zufbsBufb,Finished,Chemelil Sugar,CSU,138476,Bandari FC,BAN,138474,1,1
Kenyan Premier League,2017,6,7389848,fxKbsHvYb,Finished,Posta Rangers,PRA,213605,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,2017,6,7389841,avfbsFRid,Finished,Dandora Love,DLO,397130,Western Stima FC,WST,138500,2,2
Kenyan Premier League,2017,6,7389845,JufbsPufb,Finished,Muhoroni Youth FC,MUY,138484,Sony Sugar,SSU,138490,2,2
Kenyan Premier League,2017,6,7389843,IvYbsnTid,Finished,Nzoia United,NZO,246033,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,2017,6,7389850,NufbsexKb,Finished,Sofapaka,SOF,138488,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,2017,6,7389846,gLdbsWufb,Finished,Gor Mahia FC,GOR,134306,Tusker,TUS,138496,0,0
Kenyan Premier League,2017,6,7389844,IDFsRufb,Finished,Thika United,TUN,138492,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2017,6,7389842,HufbsYufb,Finished,Ulinzi Stars,ULS,138498,Mathare United,MAU,138482,5,5
Kenyan Premier League,2017,7,7389852,JufbsnTid,Finished,Zoo F.C.,ZFC,397163,Muhoroni Youth FC,MUY,138484,1,1
Kenyan Premier League,2017,7,7389856,RufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Thika United,TUN,138492,1,1
Kenyan Premier League,2017,7,7389849,gLdbszufb,Finished,Bandari FC,BAN,138474,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,2017,7,7389847,YufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2017,7,7389854,BufbsHufb,Finished,Mathare United,MAU,138482,Chemelil Sugar,CSU,138476,0,0
Kenyan Premier League,2017,7,7389853,PufbsfxKb,Finished,Sony Sugar,SSU,138490,Posta Rangers,PRA,213605,0,0
Kenyan Premier League,2017,7,7389858,WufbsFRid,Finished,Tusker,TUS,138496,Dandora Love,DLO,397130,2,2
Kenyan Premier League,2017,7,7389857,avfbsIvYb,Finished,Western Stima FC,WST,138500,Nzoia United,NZO,246033,0,0
Kenyan Premier League,2017,7,7389851,IDFsNufb,Finished,AFC Leopards SC,LDS,76433,Sofapaka,SOF,138488,0,0
Kenyan Premier League,2017,8,7389855,BufbsHvYb,Finished,Chemelil Sugar,CSU,138476,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,2017,8,7389860,JufbsWufb,Finished,Muhoroni Youth FC,MUY,138484,Tusker,TUS,138496,0,0
Kenyan Premier League,2017,8,7389868,PufbsIvYb,Finished,Nzoia United,NZO,246033,Sony Sugar,SSU,138490,1,1
Kenyan Premier League,2017,8,7389861,IDFsfxKb,Finished,Posta Rangers,PRA,213605,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2017,8,7389865,gLdbsHufb,Finished,Gor Mahia FC,GOR,134306,Mathare United,MAU,138482,0,0
Kenyan Premier League,2017,8,7389867,YufbsnTid,Finished,Ulinzi Stars,ULS,138498,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,2017,8,7389866,Rufbsavfb,Finished,Thika United,TUN,138492,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2017,8,7389859,exKbsFRid,Finished,Dandora Love,DLO,397130,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,2017,8,7389863,zufbsNufb,Finished,Sofapaka,SOF,138488,Bandari FC,BAN,138474,1,1
Kenyan Premier League,2017,9,7389862,zufbsHufb,Finished,Mathare United,MAU,138482,Bandari FC,BAN,138474,0,0
Kenyan Premier League,2017,9,7389871,IvYbsFRid,Finished,Nzoia United,NZO,246033,Dandora Love,DLO,397130,1,1
Kenyan Premier League,2017,9,7389869,PufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Sony Sugar,SSU,138490,2,2
Kenyan Premier League,2017,9,7389870,BufbsJufb,Canceled,Chemelil Sugar,CSU,138476,Muhoroni Youth FC,MUY,138484,-,-
Kenyan Premier League,2017,9,7389864,NufbsfxKb,Finished,Posta Rangers,PRA,213605,Sofapaka,SOF,138488,1,1
Kenyan Premier League,2017,9,7389877,WufbsexKb,Finished,Tusker,TUS,138496,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,2017,9,7410079,BufbsJufb,Finished,Chemelil Sugar,CSU,138476,Muhoroni Youth FC,MUY,138484,0,0
Kenyan Premier League,2017,9,7389874,IDFsgLdb,Finished,AFC Leopards SC,LDS,76433,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2017,9,7389878,RufbsYufb,Finished,Thika United,TUN,138492,Ulinzi Stars,ULS,138498,2,2
Kenyan Premier League,2017,9,7389873,avfbsnTid,Finished,Western Stima FC,WST,138500,Zoo F.C.,ZFC,397163,0,0
Kenyan Premier League,2017,10,7389879,HufbsHvYb,Finished,Mathare United,MAU,138482,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,2017,10,7389875,JufbsfxKb,Finished,Muhoroni Youth FC,MUY,138484,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,2017,10,7389872,zufbsIvYb,Finished,Bandari FC,BAN,138474,Nzoia United,NZO,246033,2,2
Kenyan Premier League,2017,10,7389886,RufbsFRid,Finished,Dandora Love,DLO,397130,Thika United,TUN,138492,2,2
Kenyan Premier League,2017,10,7389876,avfbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Western Stima FC,WST,138500,1,1
Kenyan Premier League,2017,10,7389885,NufbsYufb,Finished,Sofapaka,SOF,138488,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,2017,10,7389889,IDFsPufb,Finished,Sony Sugar,SSU,138490,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2017,10,7389881,WufbsnTid,Finished,Zoo F.C.,ZFC,397163,Tusker,TUS,138496,0,0
Kenyan Premier League,2017,10,7389880,gLdbsBufb,Finished,Gor Mahia FC,GOR,134306,Chemelil Sugar,CSU,138476,2,2
Kenyan Premier League,2017,11,7389884,BufbsNufb,Finished,Chemelil Sugar,CSU,138476,Sofapaka,SOF,138488,0,0
Kenyan Premier League,2017,11,7389887,zufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Bandari FC,BAN,138474,1,1
Kenyan Premier League,2017,11,7389888,JufbsYufb,Finished,Ulinzi Stars,ULS,138498,Muhoroni Youth FC,MUY,138484,2,2
Kenyan Premier League,2017,11,7389882,Hufbsavfb,Finished,Western Stima FC,WST,138500,Mathare United,MAU,138482,3,3
Kenyan Premier League,2017,11,7389896,IDFsnTid,Finished,AFC Leopards SC,LDS,76433,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,2017,11,7389891,gLdbsIvYb,Finished,Nzoia United,NZO,246033,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2017,11,7389895,fxKbsFRid,Finished,Posta Rangers,PRA,213605,Dandora Love,DLO,397130,0,0
Kenyan Premier League,2017,11,7389890,RufbsexKb,Finished,Thika United,TUN,138492,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,2017,11,7389883,PufbsWufb,Finished,Tusker,TUS,138496,Sony Sugar,SSU,138490,2,2
Kenyan Premier League,2017,12,7389893,JufbsIvYb,Finished,Muhoroni Youth FC,MUY,138484,Nzoia United,NZO,246033,0,0
Kenyan Premier League,2017,12,7389898,IDFsexKb,Finished,Kakamega Homeboyz,KAH,213604,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2017,12,7389899,HufbsWufb,Finished,Mathare United,MAU,138482,Tusker,TUS,138496,0,0
Kenyan Premier League,2017,12,7389892,NufbsHvYb,Finished,Sofapaka,SOF,138488,Kariobangi Sharks,KAR,246032,0,0
Kenyan Premier League,2017,12,7416465,zufbsnTid,Finished,Zoo F.C.,ZFC,397163,Bandari FC,BAN,138474,3,3
Kenyan Premier League,2017,12,7389894,BufbsFRid,Finished,Dandora Love,DLO,397130,Chemelil Sugar,CSU,138476,2,2
Kenyan Premier League,2017,12,7389897,Pufbsavfb,Finished,Sony Sugar,SSU,138490,Western Stima FC,WST,138500,2,2
Kenyan Premier League,2017,12,7389912,YufbsfxKb,Finished,Ulinzi Stars,ULS,138498,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,2017,12,7389900,gLdbsRufb,Finished,Gor Mahia FC,GOR,134306,Thika United,TUN,138492,1,1
Kenyan Premier League,2017,13,7389916,zufbsexKb,Finished,Bandari FC,BAN,138474,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,2017,13,7389909,BufbsYufb,Finished,Chemelil Sugar,CSU,138476,Ulinzi Stars,ULS,138498,2,2
Kenyan Premier League,2017,13,7389911,NufbsIvYb,Finished,Nzoia United,NZO,246033,Sofapaka,SOF,138488,1,1
Kenyan Premier League,2017,13,7389901,JufbsRufb,Finished,Thika United,TUN,138492,Muhoroni Youth FC,MUY,138484,1,1
Kenyan Premier League,2017,13,7389918,HufbsFRid,Finished,Dandora Love,DLO,397130,Mathare United,MAU,138482,2,2
Kenyan Premier League,2017,13,7389913,gLdbsfxKb,Finished,Posta Rangers,PRA,213605,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,2017,13,7389917,IDFsWufb,Finished,Tusker,TUS,138496,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2017,13,7389915,avfbsHvYb,Finished,Western Stima FC,WST,138500,Kariobangi Sharks,KAR,246032,1,1
Kenyan Premier League,2017,13,7389910,PufbsnTid,Finished,Zoo F.C.,ZFC,397163,Sony Sugar,SSU,138490,1,1
Kenyan Premier League,2017,14,7389902,IDFsHufb,Finished,AFC Leopards SC,LDS,76433,Mathare United,MAU,138482,0,0
Kenyan Premier League,2017,14,7389907,BufbsIvYb,Finished,Chemelil Sugar,CSU,138476,Nzoia United,NZO,246033,2,2
Kenyan Premier League,2017,14,7389905,RufbsfxKb,Finished,Thika United,TUN,138492,Posta Rangers,PRA,213605,2,2
Kenyan Premier League,2017,14,7389924,zufbsavfb,Finished,Bandari FC,BAN,138474,Western Stima FC,WST,138500,0,0
Kenyan Premier League,2017,14,7389903,exKbsnTid,Finished,Kakamega Homeboyz,KAH,213604,Zoo F.C.,ZFC,397163,3,3
Kenyan Premier League,2017,14,7389914,WufbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Tusker,TUS,138496,0,0
Kenyan Premier League,2017,14,7389922,JufbsFRid,Canceled,Muhoroni Youth FC,MUY,138484,Dandora Love,DLO,397130,-,-
Kenyan Premier League,2017,14,7389908,gLdbsNufb,Finished,Sofapaka,SOF,138488,Gor Mahia FC,GOR,134306,2,2
Kenyan Premier League,2017,14,7389906,PufbsYufb,Finished,Ulinzi Stars,ULS,138498,Sony Sugar,SSU,138490,1,1
Kenyan Premier League,2017,14,7587919,JufbsFRid,Finished,Muhoroni Youth FC,MUY,138484,Dandora Love,DLO,397130,1,1
Kenyan Premier League,2017,15,7389920,IDFsHvYb,Finished,AFC Leopards SC,LDS,76433,Kariobangi Sharks,KAR,246032,0,0
Kenyan Premier League,2017,15,7389929,NufbsFRid,Finished,Dandora Love,DLO,397130,Sofapaka,SOF,138488,2,2
Kenyan Premier League,2017,15,7389931,RufbsIvYb,Finished,Nzoia United,NZO,246033,Thika United,TUN,138492,0,0
Kenyan Premier League,2017,15,7389927,Jufbsavfb,Finished,Western Stima FC,WST,138500,Muhoroni Youth FC,MUY,138484,1,1
Kenyan Premier League,2017,15,7389921,gLdbsYufb,Finished,Gor Mahia FC,GOR,134306,Ulinzi Stars,ULS,138498,2,2
Kenyan Premier League,2017,15,7389904,BufbsfxKb,Finished,Posta Rangers,PRA,213605,Chemelil Sugar,CSU,138476,1,1
Kenyan Premier League,2017,15,7389923,PufbsexKb,Finished,Sony Sugar,SSU,138490,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,2017,15,7389919,zufbsWufb,Finished,Tusker,TUS,138496,Bandari FC,BAN,138474,0,0
Kenyan Premier League,2017,15,7389928,HufbsnTid,Finished,Zoo F.C.,ZFC,397163,Mathare United,MAU,138482,0,0
Kenyan Premier League,2017,16,7389941,fxKbsIvYb,Finished,Posta Rangers,PRA,213605,Nzoia United,NZO,246033,2,2
Kenyan Premier League,2017,16,7389942,Wufbsavfb,Finished,Western Stima FC,WST,138500,Tusker,TUS,138496,1,1
Kenyan Premier League,2017,16,7389932,YufbsFRid,Finished,Dandora Love,DLO,397130,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2017,16,7389925,IDFszufb,Finished,Bandari FC,BAN,138474,AFC Leopards SC,LDS,76433,0,0
Kenyan Premier League,2017,16,7389926,exKbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Kakamega Homeboyz,KAH,213604,0,0
Kenyan Premier League,2017,16,7389947,gLdbsJufb,Canceled,Muhoroni Youth FC,MUY,138484,Gor Mahia FC,GOR,134306,-,-
Kenyan Premier League,2017,16,7389936,NufbsRufb,Finished,Thika United,TUN,138492,Sofapaka,SOF,138488,0,0
Kenyan Premier League,2017,16,7389937,HufbsPufb,Finished,Mathare United,MAU,138482,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,2017,16,7389935,BufbsnTid,Finished,Zoo F.C.,ZFC,397163,Chemelil Sugar,CSU,138476,2,2
Kenyan Premier League,2017,16,7532091,gLdbsJufb,Finished,Muhoroni Youth FC,MUY,138484,Gor Mahia FC,GOR,134306,1,1
Kenyan Premier League,2017,17,7389934,zufbsPufb,Finished,Sony Sugar,SSU,138490,Bandari FC,BAN,138474,0,0
Kenyan Premier League,2017,17,7389944,JufbsNufb,Finished,Sofapaka,SOF,138488,Muhoroni Youth FC,MUY,138484,1,1
Kenyan Premier League,2017,17,7389940,BufbsRufb,Finished,Chemelil Sugar,CSU,138476,Thika United,TUN,138492,0,0
Kenyan Premier League,2017,17,7389938,HufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Mathare United,MAU,138482,1,1
Kenyan Premier League,2017,17,7389945,YufbsIvYb,Finished,Ulinzi Stars,ULS,138498,Nzoia United,NZO,246033,1,1
Kenyan Premier League,2017,17,7389948,IDFsavfb,Finished,AFC Leopards SC,LDS,76433,Western Stima FC,WST,138500,0,0
Kenyan Premier League,2017,17,7389943,HvYbsnTid,Finished,Kariobangi Sharks,KAR,246032,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,2017,17,7389954,WufbsfxKb,Finished,Tusker,TUS,138496,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,2017,17,7389939,gLdbsFRid,Finished,Gor Mahia FC,GOR,134306,Dandora Love,DLO,397130,2,2
Kenyan Premier League,2017,18,7389961,WufbsfxKb,Finished,Posta Rangers,PRA,213605,Tusker,TUS,138496,1,1
Kenyan Premier League,2017,18,7389933,zufbsPufb,Finished,Bandari FC,BAN,138474,Sony Sugar,SSU,138490,0,0
Kenyan Premier League,2017,18,7389962,HufbsexKb,Finished,Mathare United,MAU,138482,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,2017,18,7389946,JufbsNufb,Finished,Muhoroni Youth FC,MUY,138484,Sofapaka,SOF,138488,2,2
Kenyan Premier League,2017,18,7389963,YufbsIvYb,Finished,Nzoia United,NZO,246033,Ulinzi Stars,ULS,138498,1,1
Kenyan Premier League,2017,18,7389955,IDFsavfb,Finished,Western Stima FC,WST,138500,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,2017,18,7389964,HvYbsnTid,Finished,Zoo F.C.,ZFC,397163,Kariobangi Sharks,KAR,246032,3,3
Kenyan Premier League,2017,18,7389958,BufbsRufb,Finished,Thika United,TUN,138492,Chemelil Sugar,CSU,138476,1,1
Kenyan Premier League,2017,18,7389956,gLdbsFRid,Finished,Dandora Love,DLO,397130,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2017,19,7389950,gLdbsJufb,Finished,Gor Mahia FC,GOR,134306,Muhoroni Youth FC,MUY,138484,2,2
Kenyan Premier League,2017,19,7389960,exKbsHvYb,Finished,Kakamega Homeboyz,KAH,213604,Kariobangi Sharks,KAR,246032,2,2
Kenyan Premier League,2017,19,7389959,YufbsFRid,Finished,Ulinzi Stars,ULS,138498,Dandora Love,DLO,397130,0,0
Kenyan Premier League,2017,19,7389965,BufbsnTid,Finished,Chemelil Sugar,CSU,138476,Zoo F.C.,ZFC,397163,1,1
Kenyan Premier League,2017,19,7389951,NufbsRufb,Finished,Sofapaka,SOF,138488,Thika United,TUN,138492,3,3
Kenyan Premier League,2017,19,7389953,fxKbsIvYb,Finished,Nzoia United,NZO,246033,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,2017,19,7389973,HufbsPufb,Finished,Sony Sugar,SSU,138490,Mathare United,MAU,138482,1,1
Kenyan Premier League,2017,19,7389966,Wufbsavfb,Finished,Tusker,TUS,138496,Western Stima FC,WST,138500,2,2
Kenyan Premier League,2017,19,7389949,IDFszufb,Finished,AFC Leopards SC,LDS,76433,Bandari FC,BAN,138474,0,0
Kenyan Premier League,2017,20,7389952,BufbsfxKb,Canceled,Chemelil Sugar,CSU,138476,Posta Rangers,PRA,213605,-,-
Kenyan Premier League,2017,20,7389957,PufbsexKb,Canceled,Kakamega Homeboyz,KAH,213604,Sony Sugar,SSU,138490,-,-
Kenyan Premier League,2017,20,7389974,IDFsHvYb,Canceled,Kariobangi Sharks,KAR,246032,AFC Leopards SC,LDS,76433,-,-
Kenyan Premier League,2017,20,7389968,HufbsnTid,Canceled,Mathare United,MAU,138482,Zoo F.C.,ZFC,397163,-,-
Kenyan Premier League,2017,20,7389967,Jufbsavfb,Canceled,Muhoroni Youth FC,MUY,138484,Western Stima FC,WST,138500,-,-
Kenyan Premier League,2017,20,7389969,NufbsFRid,Canceled,Sofapaka,SOF,138488,Dandora Love,DLO,397130,-,-
Kenyan Premier League,2017,20,7389972,zufbsWufb,Canceled,Bandari FC,BAN,138474,Tusker,TUS,138496,-,-
Kenyan Premier League,2017,20,7389983,RufbsIvYb,Canceled,Thika United,TUN,138492,Nzoia United,NZO,246033,-,-
Kenyan Premier League,2017,20,7389984,gLdbsYufb,Canceled,Ulinzi Stars,ULS,138498,Gor Mahia FC,GOR,134306,-,-
Kenyan Premier League,2017,20,7523627,HufbsnTid,Finished,Mathare United,MAU,138482,Zoo F.C.,ZFC,397163,6,6
Kenyan Premier League,2017,20,7523629,BufbsfxKb,Finished,Chemelil Sugar,CSU,138476,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,2017,20,7523628,NufbsFRid,Finished,Sofapaka,SOF,138488,Dandora Love,DLO,397130,5,5
Kenyan Premier League,2017,20,7523636,RufbsIvYb,Finished,Thika United,TUN,138492,Nzoia United,NZO,246033,1,1
Kenyan Premier League,2017,20,7523633,zufbsWufb,Canceled,Bandari FC,BAN,138474,Tusker,TUS,138496,-,-
Kenyan Premier League,2017,20,7523632,IDFsHvYb,Canceled,Kariobangi Sharks,KAR,246032,AFC Leopards SC,LDS,76433,-,-
Kenyan Premier League,2017,20,7523630,Jufbsavfb,Finished,Muhoroni Youth FC,MUY,138484,Western Stima FC,WST,138500,0,0
Kenyan Premier League,2017,20,7523631,PufbsexKb,Finished,Kakamega Homeboyz,KAH,213604,Sony Sugar,SSU,138490,1,1
Kenyan Premier League,2017,20,7587918,zufbsWufb,Finished,Bandari FC,BAN,138474,Tusker,TUS,138496,0,0
Kenyan Premier League,2017,20,7612402,IDFsHvYb,Finished,Kariobangi Sharks,KAR,246032,AFC Leopards SC,LDS,76433,0,0
Kenyan Premier League,2017,20,7523634,gLdbsYufb,Finished,Ulinzi Stars,ULS,138498,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,2017,21,7389978,RufbsfxKb,Canceled,Posta Rangers,PRA,213605,Thika United,TUN,138492,-,-
Kenyan Premier League,2017,21,7389971,JufbsFRid,Canceled,Dandora Love,DLO,397130,Muhoroni Youth FC,MUY,138484,-,-
Kenyan Premier League,2017,21,7389980,gLdbsNufb,Canceled,Gor Mahia FC,GOR,134306,Sofapaka,SOF,138488,-,-
Kenyan Premier League,2017,21,7389970,BufbsIvYb,Canceled,Nzoia United,NZO,246033,Chemelil Sugar,CSU,138476,-,-
Kenyan Premier League,2017,21,7389977,PufbsYufb,Canceled,Sony Sugar,SSU,138490,Ulinzi Stars,ULS,138498,-,-
Kenyan Premier League,2017,21,7389987,WufbsHvYb,Canceled,Tusker,TUS,138496,Kariobangi Sharks,KAR,246032,-,-
