tournament,season,round,matchID,matchCustomID,matchStatus,homeTeamnName,homeTeamnNameCode,homeTeamID,awayTeamName,awayTeamNameCode,awayTeamID,homeScoreFT,awayScoreFT
Kenyan Premier League,19/20,1,8267284,avfbsHvYb,Finished,Kariobangi Sharks,KAR,246032,Western Stima FC,WST,138500,2,2
Kenyan Premier League,19/20,1,8267285,NufbsfxKb,Finished,Sofapaka,SOF,138488,Posta Rangers,PRA,213605,1,1
Kenyan Premier League,19/20,1,8267283,IvYbsOYcc,Finished,Muhoroni Youth FC,MUH,257439,Nzoia United,NZO,246033,1,1
Kenyan Premier League,19/20,1,8267279,YufbsnwCc,Finished,Kisumu All Stars FC,KAS,318563,Ulinzi Stars,ULS,138498,0,0
Kenyan Premier League,19/20,1,8267280,zufbsHufb,Finished,Mathare United,MAU,138482,Bandari FC,BAN,138474,0,0
Kenyan Premier League,19/20,1,8267287,DufbsPufb,Finished,Sony Sugar,SSU,138490,Kenya Commercial Bank,KCB,138478,0,0
Kenyan Premier League,19/20,1,8267282,gLdbsWufb,Finished,Gor Mahia FC,GOR,134306,Tusker,TUS,138496,5,5
Kenyan Premier League,19/20,1,8267281,IDFsexKb,Finished,Kakamega Homeboyz,KAH,213604,AFC Leopards SC,LDS,76433,1,1
Kenyan Premier League,19/20,1,8267278,BufbsnTid,Finished,Zoo F.C.,ZFC,397163,Chemelil Sugar,CSU,138476,3,3
Kenyan Premier League,19/20,2,8267302,PufbsIvYb,Canceled,Nzoia United,NZO,246033,Sony Sugar,SSU,138490,-,-
Kenyan Premier League,19/20,2,8267306,HufbsWufb,Finished,Tusker,TUS,138496,Mathare United,MAU,138482,1,1
Kenyan Premier League,19/20,2,8267307,zufbsnTid,Canceled,Bandari FC,BAN,138474,Zoo F.C.,ZFC,397163,-,-
Kenyan Premier League,19/20,2,8267300,gLdbsBufb,Canceled,Chemelil Sugar,CSU,138476,Gor Mahia FC,GOR,134306,-,-
Kenyan Premier League,19/20,2,8267303,NufbsYufb,Finished,Ulinzi Stars,ULS,138498,Sofapaka,SOF,138488,0,0
Kenyan Premier League,19/20,2,8267305,avfbsOYcc,Finished,Western Stima FC,WST,138500,Muhoroni Youth FC,MUH,257439,0,0
Kenyan Premier League,19/20,2,8267304,exKbsfxKb,Finished,Posta Rangers,PRA,213605,Kakamega Homeboyz,KAH,213604,1,1
Kenyan Premier League,19/20,2,8267301,IDFsHvYb,Finished,AFC Leopards SC,LDS,76433,Kariobangi Sharks,KAR,246032,0,0
Kenyan Premier League,19/20,2,8267308,DufbsnwCc,Finished,Kenya Commercial Bank,KCB,138478,Kisumu All Stars FC,KAS,318563,0,0
Kenyan Premier League,19/20,2,8408243,zufbsnTid,Finished,Bandari FC,BAN,138474,Zoo F.C.,ZFC,397163,3,3
Kenyan Premier League,19/20,2,8408242,gLdbsBufb,Canceled,Chemelil Sugar,CSU,138476,Gor Mahia FC,GOR,134306,-,-
Kenyan Premier League,19/20,2,8520025,gLdbsBufb,Finished,Chemelil Sugar,CSU,138476,Gor Mahia FC,GOR,134306,0,0
Kenyan Premier League,19/20,3,8267364,HufbsYufb,Finished,Mathare United,MAU,138482,Ulinzi Stars,ULS,138498,2,2
Kenyan Premier League,19/20,3,8267359,IvYbsnwCc,Finished,Kisumu All Stars FC,KAS,318563,Nzoia United,NZO,246033,0,0
Kenyan Premier League,19/20,3,8267358,IDFsOYcc,Finished,Muhoroni Youth FC,MUH,257439,AFC Leopards SC,LDS,76433,0,0
Kenyan Premier League,19/20,3,8267360,avfbsfxKb,Finished,Posta Rangers,PRA,213605,Western Stima FC,WST,138500,0,0
Kenyan Premier League,19/20,3,8267367,exKbsHvYb,Finished,Kakamega Homeboyz,KAH,213604,Kariobangi Sharks,KAR,246032,3,3
