Product_link,Product_name,Product_price
https://megawines.co.ke/product/nikka-blended-whisky-700ml/,NIKKA BLENDED WHISKY 700ML,7800.00
https://megawines.co.ke/product/nikka-clear-black-700ml/,NIKKA CLEAR BLACK 700ML,11400.00
https://megawines.co.ke/product/nikka-coffee-grain-700ml/,NIKKA COFFEE GRAIN 700ML,12400.00
https://megawines.co.ke/product/nikka-coffey-malt-whisky-700ml/,NIKKA COFFEY MALT WHISKY 700ML,12400.00
https://megawines.co.ke/product/nikka-days-700ml/,NIKKA DAYS 700ML,7600.00
https://megawines.co.ke/product/nikka-pure-malt-taketsuru-700ml/,NIKKA PURE MALT TAKETSURU 700ML,15300.00
https://megawines.co.ke/product/nikka-rare-super-old-whisky-700ml/,NIKKA RARE SUPER OLD WHISKY 700ML,4650.00
https://megawines.co.ke/product/nikka-yoichi-10yrs-700ml/,NIKKA YOICHI 10YRS 700ML,13500.00
https://megawines.co.ke/product/nikka-yoichi-500ml/,NIKKA YOICHI 500ML,7000.00
https://megawines.co.ke/product/nikka-yoichi-single-malt-700ml/,NIKKA YOICHI SINGLE MALT 700ML,13800.00
https://megawines.co.ke/product/old-forester-1000ml/,OLD FORESTER 1000ML,5300.00
https://megawines.co.ke/product/old-smuggler-700ml/,OLD SMUGGLER 700ML,1600.00
https://megawines.co.ke/product/orange-colombo-aperitif-750ml/,ORANGE COLOMBO APERITIF 750ML,2100.00
https://megawines.co.ke/product/paddy-irish-whisky-1000ml/,PADDY IRISH WHISKY 1000ML,2200.00
https://megawines.co.ke/product/pernod-1000ml/,PERNOD 1000ML,3300.00
https://megawines.co.ke/product/pimms-no-1-1000ml/,PIMMS NO.1 1000ML,3200.00
https://megawines.co.ke/product/pimms-no-1-750ml/,PIMMS NO.1 750ML,2400.00
https://megawines.co.ke/product/radeberger-bitter-1000ml/,RADEBERGER BITTER 1000ML,1850.00
https://megawines.co.ke/product/ricard-1000ml/,RICARD 1000ML,2900.00
https://megawines.co.ke/product/rinquinquin-a-la-peche-aperitif-750ml/,RINQUINQUIN A LA PECHE APERITIF 750ML,2100.00
https://megawines.co.ke/product/roche-mazet-merlot-3000ml/,ROCHE MAZET MERLOT 3000ML,2500.00
https://megawines.co.ke/product/sazerac-rye-750ml/,SAZERAC RYE 750ML,4700.00
https://megawines.co.ke/product/suntory-chita-whisky-700ml/,SUNTORY CHITA WHISKY 700ML,17950.00
https://megawines.co.ke/product/suntory-kakubin-700ml/,SUNTORY KAKUBIN 700ML,5550.00
https://megawines.co.ke/product/suntory-old-whisky-700ml/,SUNTORY OLD WHISKY 700ML,7000.00
https://megawines.co.ke/product/suntory-royal-whisky-700ml/,SUNTORY ROYAL WHISKY 700ML,12500.00
https://megawines.co.ke/product/suntory-special-reserve-whisky-700ml/,SUNTORY SPECIAL RESERVE WHISKY 700ML,9000.00
https://megawines.co.ke/product/suntory-toki-700ml/,SUNTORY TOKI 700ML,8500.00
https://megawines.co.ke/product/teachers-1000ml/,TEACHERS 1000ML,2200.00
https://megawines.co.ke/product/teachers-750ml/,TEACHERS 750ML,2000.00
https://megawines.co.ke/product/the-black-grouse-alpha-edition-700ml/,THE BLACK GROUSE ALPHA EDITION  700ML,3800.00
https://megawines.co.ke/product/tullamore-dew-750ml/,TULLAMORE DEW 750ML,2600.00
https://megawines.co.ke/product/underberg-20ml/,UNDERBERG 20ML,200.00
https://megawines.co.ke/product/vat-69-1000ml/,VAT 69 1000ML,2200.00
https://megawines.co.ke/product/vat-69-375ml/,VAT 69 375ML,950.00
https://megawines.co.ke/product/vat-69-750ml/,VAT 69 750ML,1750.00
https://megawines.co.ke/product/white-horse-1000ml/,WHITE HORSE 1000ML,2000.00
https://megawines.co.ke/product/whyte-mackay-700ml/,WHYTE & MACKAY 700ML,1200.00
https://megawines.co.ke/product/whyte-macky-whisky-1000ml/,WHYTE & MACKY WHISKY 1000ML,4200.00
https://megawines.co.ke/product/wild-turkey-longbranch-1000ml/,WILD TURKEY LONGBRANCH 1000ML,7100.00
https://megawines.co.ke/product/william-lawsons-1000ml/,WILLIAM LAWSONS 1000ML,2450.00
https://megawines.co.ke/product/william-lawsons-350ml/,WILLIAM LAWSONS 350ML,940.00
https://megawines.co.ke/product/william-lawsons-750ml/,WILLIAM LAWSONS 750ML,1850.00
https://megawines.co.ke/product/woodford-reserve-1000ml/,WOODFORD RESERVE 1000ML,8500.00
https://megawines.co.ke/product/woodford-reserve-double-oak-1000ml/,WOODFORD RESERVE DOUBLE OAK 1000ML,9500.00
https://megawines.co.ke/product/yamazaki-12yrs-700ml/,YAMAZAKI 12YRS 700ML,50300.00
https://megawines.co.ke/product/yamazaki-18yrs-700ml/,YAMAZAKI 18YRS 700ML,28000.00
https://megawines.co.ke/product/yamazakura-blended-whisky-700ml/,YAMAZAKURA BLENDED WHISKY 700ML,7300.00
https://megawines.co.ke/product/yeni-raki-1000ml/,YENI RAKI 1000ML,3500.00
